index,Title,Property ID,Area,Floor,num_bedrooms,num_bathrooms,Description,Location,Purpose,Garages,Building_nature,Air-Condition-amenity,Balcony-amenity,BBQ-area-amenity,CCTV-amenity,Driver-Room-amenity,Emergency-Exit-amenity,Fire-Exit-amenity,Fire-Hose-amenity,Guard-Room-amenity,Generator-amenity,Geyser-amenity,GYM-Room-amenity,Hot-Water-amenity,Intercom-amenity,Lift-amenity,Marble-Floors-amenity,Security-Guard-amenity,Single-Unit-amenity,Tiled-Floors-amenity,Commercial-Permission-amenity,Concealed-Phone-amenity,Fire-Place-amenity,Smoke-Detector-amenity,Community-Room-amenity,Garden-amenity,Landscape-Garden-amenity,Laundry-Room-amenity,Roof-Top-Garden-amenity,Washing-Machine-amenity,Wi-Fi-connectivity-amenity,Dual-Sinks-amenity,Swimming-Pool-amenity,Fire-Extinguisher-amenity,Floor-Type-amenity,Child-Playground-amenity,Central-Cooling-amenity,Central-Heating-amenity,Satelite-TV-amenity,Water-Sprinkler-amenity,Mosaic-amenity,Lawn-amenity,Home-Theater-amenity,Price
195,Full furnished apartment,5648,2350.0,1,3,3.0,"Furnished Apartment. 1st- floor 2200 sqft 3 Bed with Bath, Drawing,Dinning , Living Space, Beautiful Balcony, Nice Interior Decoration Kitchen. 24 Hours Security & Full Load Generator Back Up.",Gulshan 2,For Rent,1,Full Furnished,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,,Yes,,Yes,,,Yes,Yes,,,Yes,,,,,Yes,,Yes,,,,,,,,80000.0
196,Un Furnished Good apartment,5614,2224.0,5,3,3.0,Good apartment 10 storied building 3 bed with large drawing dining lift generetor and power back up.,Gulshan 2,For Rent,1,Un furnished,,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,,,,Yes,,Yes,Yes,,Yes,Yes,,,Yes,,,,,Yes,,Yes,,,,,,,,65000.0
197,Exclusive Apartment,5578,5000.0,3,5,5.0,"Luxury apartment 3rd floor, 5000 sqft 5 bed with large drawing, dinning, Specious living & lounge space Lift, gym swimming pool 24 hours security & generator backup. All modern facility available.",Gulshan 2,For Rent,2,Un furnished,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,Yes,,,,Yes,Yes,,Yes,,,,,,Yes,Yes,350000.0
198,Exclusive 5 Bed Apartment,5552,3800.0,1,5,5.0,Exclusive 5 Bed Apartment 1st floor 3800 sqft lift 24/7 generetor backup air conditioning room & parking.,Gulshan 2,For Rent,3,Un furnished,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,,Yes,Yes,,Yes,,Yes,,Yes,Yes,,,Yes,,,Yes,,,,,Yes,Yes,Yes,,,,,,,,200000.0
200,Apartment for rent,5533,3900.0,5,4,5.0,Apartment 5th floor 3900 sqft 3 bed with 3 bath lift generator and parking.,Gulshan 2,For Rent,2,Un furnished,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,,,,Yes,,Yes,,Yes,,Yes,Yes,,Yes,Yes,,,Yes,,,,,Yes,,Yes,,,,,,,,150.0
201,Fully Furnished apartment,5283,2000.0,5,3,3.0,"5 Storied Building, Furnished  Apartment At uttara 2000 sft, 5th floor, 3 Bed With bath, Attach Toilet, 1 Common Toilet, Drawing,Dinning ,Kitchen With Servant Room & Servant Toilet  Balcony, 1 Car Parking,24 Hours Security, Generator Back Up, Garden On the Roof.",Uttara,For Rent,1,Full Furnished,Yes,Yes,Yes,,Yes,,,,Yes,Yes,Yes,,,Yes,Yes,,,,Yes,,Yes,,,,Yes,,,,,,,Yes,Yes,,Yes,,,,,,,,50000.0
202,Exclusive Duplex Furnished Apartment,5273,11000.0,4,6,7.0,"13 Storied Building, Brand New Duplex  Apartment At North gulshan 11000 sft, 4th & 5th floor, 6 Bed With Cabinet, Attach Toilet, 2 Common Toilet,Exclusive Drawing Space With Dinning & Living Space,Kitchen With Servant Room & Servant Toilet 3 Balcony, 2 Side Open, 4 Car Parking,24 Hours Security Generator Back Up,Home Theater, Garden On the Roof,",Gulshan 2,For Rent,4,Full Furnished,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,Yes,Yes,,,,Yes,,Yes,,,,,,,,950000.0
203,Duplex Furnished apartment,4991,3500.0,,4,5.0,"2 storied building pinkcity Basundhara 5 katha land fully furnished independent house, 3500 sft, 4 bed, nice garden,2 car parking, Rent-45,000, 3month advance.",Bashundhara R/A,For Rent,2,Independent House-Villa,Yes,Yes,Yes,,,,,Yes,,,Yes,,,Yes,,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,,Yes,,,,,,,,45000.0
204,Exclusive New commercial space,4924,2160.0,"6, 11, 12",3,3.0,"14 -sroried exclusive office complex
Approx. 2160 sft floor area in each typical floor, 6th, 11 th and 12th floor available
With 01 levels of basement floors with
Each floor 1 car parking
CENTRAL AIR CONDITIONING SYSTEM
CONVEYING SYSTEM (ELEVATORS)
FIRE SAFETY AND PROTECTION SYSTEM",Uttara,For Rent,1,Apartment for Office,,,,Yes,Yes,Yes,Yes,,,Yes,,,,,Yes,,Yes,,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,100000.0
205,Exclusive commercial space,4898,6000.0,"4,5",3,2.0,"6 -sroried exclusive office complex
Approx. 6000 sft floor area in each typical floor, 4th – 5th floor available ,
With 01 levels of basement floors with
Each floor 2 car parking,Location uttara
CENTRAL AIR CONDITIONING SYSTEM
CONVEYING SYSTEM (ELEVATORS)
FIRE SAFETY AND PROTECTION SYSTEM",Uttara,For Rent,1,Commercial Space,,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,,Yes,,Yes,Yes,Yes,,,,Yes,,,,,,,,,,,,,,,,,,90.0
206,Nice Full Furnished Apartment for rent,4889,2200.0,1,3,3.0,"Location : Gulshan 2
2200 Sq.Ft floor space, ,1ST floor , 3 Beds, Dining Space,Drawing Space , Living Space, 2 Attached Bath, 1 Common Bath, 1 Kitchen , 3 Belconys , 2 Lift Available , Generator Available , 1 Car parking",Gulshan 2,For Rent,1,Full Furnished,,Yes,Yes,,,,,,Yes,Yes,Yes,,,Yes,Yes,,Yes,,Yes,,Yes,,,,Yes,,,Yes,,,,,Yes,,Yes,,,,,,,,120000.0
207,"Office , Restaurant commercial space",4887,12000.0,3,4,4.0,"8 -sroried exclusive office complex
Approx. 12000 sft floor area in each typical floor, 4th – 5th th floor available ,CENTRAL AIR CONDITIONING SYSTEM
FIRE SAFETY AND PROTECTION SYSTEM
Electrical Backbone",Uttara,For Rent,1,Commercial Space,Yes,,,Yes,,Yes,Yes,,,Yes,Yes,,,,Yes,,Yes,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,70.0
208,Fully Building office complex,4872,1850.0,1 -8,3,3.0,"8 -sroried exclusive office complex
Approx. 1850 sft floor area in each typical floor, 1st floor to 8th floor available , Total 14800 sft open space
Each floor 1 car parking,
CENTRAL AIR CONDITIONING SYSTEM
CONVEYING SYSTEM (ELEVATORS)
FIRE SAFETY AND PROTECTION SYSTEM
Electrical Backbone",Uttara,For Rent,1,Commercial Space,Yes,,,Yes,Yes,Yes,Yes,,,Yes,,Yes,,,Yes,,Yes,,Yes,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,75.0
209,Office Come Residence Apartment,4834,3000.0,,4,4.0,"Location : Gulshan -1
3000 Sq.Ft floor space, Exclusive Office Come Residence Apartment  , 4th Floor, 4 beds , A Big Open Space Work Station , Drawing Room ,Living Room
 4 Bath, 4 Belconys , Lift Available, Generator Available , 1 Car parking",Gulshan 1,For Rent,1,Apartment for Office,,,,Yes,Yes,Yes,Yes,,,Yes,,,,Yes,Yes,,Yes,,,Yes,Yes,Yes,,Yes,,,,,,,,Yes,,,,,,,,,,,90000.0
210,Exclusive Brand New Apartment,4817,2150.0,,3,3.0,"Location : Gulshan
 Luxury Brand New Apartment ,2400 Sq.Ft 8th Floor Available , 3 Beds, Dining Space,Drawing Space ,  Living Space, 2 Attached Bath, 1 Common Bath, 1 Kitchen , 3 Belconys , 2 Lift  , Generator  , 1 Car parking
For Details Us …..",Gulshan 1,For Rent,1,Residential Apartment,,,,Yes,,Yes,Yes,,,Yes,Yes,,,,Yes,,Yes,,Yes,,,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,140000.0
211,Large apartment,4803,4400.0,4,5,5.0,"Location : Gulshan north
4400 Sq.Ft floor space, Bright Large Apartment ,4th Floor, 3 Beds, Dining Space, Drawing Space , Living Space, 2 Attached Bath, 1 Common Bath, 1 Kitchen , 4 Belconys , 2 Lift Available , Generator Available , 2 Car parking",Gulshan 2,For Rent,2,Un furnished,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,,,Yes,Yes,,Yes,,Yes,,Yes,,,Yes,Yes,,,,,,,,,,Yes,,,,,,,,250000.0
212,Bright apartment,4765,3150.0,,4,5.0,Bright apartment  3rd 4 bed single unit 3150 sqft 2 parking full back up.,Baridhara Diplomatic Zone,For Rent,2,Un furnished,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,,,,Yes,,,Yes,,,,,Yes,Yes,Yes,,,,,,,,200000.0
213,"commercial space office , Shop , restaurant",4698,3800.0,,3,3.0,"8 -storied exclusive office complex
Approx. 3800 sq ft floor area in each typical floor, 1st , 6th floor available
Generator Fully Back up  , lift Available  ,Each floor 1 car parking",Banani,For Rent,1,Commercial Space,Yes,,,,,Yes,Yes,,,Yes,,,,Yes,Yes,,Yes,,,Yes,Yes,,,Yes,Yes,,,,,Yes,,,,Yes,,,,,,,,,105.0
214,Exclusive Commercial Space,4691,3200.0,,3,3.0,"12-sroried exclusive office complex
Approx. 3200/1600 sft floor area in each typical floor, 1st – 9th floor available ,
With 01 levels of basement floors with
Each floor 1 car parking,Location banani
Lift , Generator Available ,
CONVEYING SYSTEM (ELEVATORS)
FIRE SAFETY AND PROTECTION SYSTEM
Electrical Backbone",Banani,For Rent,1,Commercial Space,,,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,,,Yes,,Yes,,Yes,Yes,Yes,,,,,,,,,Yes,,,,,,,,,,,,,150.0
215,Exclusive Bright Commercial Space,4683,1750.0,,3,3.0,"15-sroried exclusive office complex
Approx. 1750 sft floor area in each typical floor, 6th , 8th floor available ,
With 01 levels of basement floors with
Each floor 1 car parking
Lift , Generator Available office hour
FIRE SAFETY AND PROTECTION SYSTEM
Electrical Backbone",Banani,For Rent,1,Commercial Space,Yes,,,Yes,Yes,Yes,Yes,,,Yes,,,,,Yes,,Yes,,,Yes,Yes,,,Yes,Yes,,,,,,,,,,,,,,Yes,,,,100000.0
216,Top Floor Commercial Office Space,4649,1850.0,"13-B,A-5,B-2",4,4.0,"Brand new 18 -Storied exclusive office complex, Full Commercial Building 1818 sft,  , floor Available , open space only 17th Floor , Another Floor 3 Office Rooms , Work Station Space , Bath room , Conference Space, Two Lift, One Car Parking.
Prime Location Banani",Banani,For Rent,1,Commercial Space,Yes,,,,Yes,Yes,Yes,,,Yes,Yes,,,Yes,Yes,,Yes,,,Yes,Yes,,,,Yes,,,,,Yes,,,,,,,,,,,,,100000.0
217,Luxury Bright Apartment,4637,3300.0,2,3,4.0,Bright Apartment 3 bed with drawing dining living space  2nd floor 3300 sqft rent including service charge 160000 tk.,Gulshan 2,For Rent,1,Un furnished,,Yes,Yes,Yes,Yes,,Yes,,,,,Yes,,,,,Yes,,,,,Yes,Yes,,,,,,,,,,,,Yes,,,,,,,,160000.0
218,Bright Large Commercial Space,4630,7400.0,"3 , 6 , 14",3,3.0,"14-sroried exclusive office complex
Approx. 7400 sft floor area in each typical floor, 3rd , 6th & 14th floor available ,
With 02 levels of basement floors with
Each floor 2 car parking,Location banani
CENTRAL AIR CONDITIONING SYSTEM
CONVEYING SYSTEM (ELEVATORS)
FIRE SAFETY AND PROTECTION SYSTEM
Electrical Backbone",Banani,For Rent,2,Commercial Space,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,,Yes,,Yes,Yes,Yes,,,Yes,Yes,,,Yes,,,,,Yes,Yes,,Yes,,,,,,,130.0
219,Exclusive Commercial Space,4606,6000.0,2,3,3.0,"14 -Sroried exclusive office complex
Approx. 3000 sft floor area ,  3rd & 5th Floor Available
Community hall room ,
With 01 levels of basement floors with
Each floor 2 car parking , Location banani
CENTRAL AIR CONDITIONING SYSTEM
CONVEYING SYSTEM (ELEVATORS)
FIRE SAFETY AND PROTECTION SYSTEM
Electrical Backbone",Banani,For Rent,4,Commercial Space,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,,Yes,,Yes,Yes,,Yes,,,Yes,,,Yes,,Yes,,,Yes,,,,,,Yes,,Yes,,110.0
220,Exclusive Luxury Apartment,4597,3500.0,,3,4.0,"3500 Sq.Ft floor space,  6TH  Floor , Exclusive Laxury  Apartment ,  3 Beds,  Dining Space, Drawing Space , Living Space ,  2 Attached Bath , 1 Common Bath,  3 Verandha ,  Lift Available, Generator full back up , 2 Car parking.",Baridhara Diplomatic Zone,For Rent,2,Un furnished,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,,Yes,,Yes,,,Yes,Yes,,,Yes,,,,,Yes,,Yes,,,,,,,,350000.0
221,Exclusive full furnished commercial space,4521,7454.0,6,3,2.0,"13 -Storied exclusive office complex, Full Commercial Building, Full Furnished, 7454 sft, 6th floor Available Bath room , Conference Space, 4 Lift, 100% Generator backup with CA, 2 Car Parking.",Uttara,For Rent,2,Commercial Space,Yes,,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,,Yes,Yes,,Yes,,Yes,Yes,Yes,,,Yes,Yes,,,,,,,,Yes,,,,,,,,,,180.0
222,Commercial space,4400,3318.0,,3,3.0,"21th Storied building , 3318 sft , 10th , 13th & 15th floor Available , Fully open space , Two Lift , Generator
Restaurant / Bank / Multinational office available for rent",Banani,For Rent,1,Commercial Space,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,,Yes,Yes,Yes,,,,,,,,,Yes,,,Yes,,,,,,,,,,90.0
223,Exclusive Laxury Commercial Space,4385,8200.0,13,3,3.0,"14 th Storied building ,Exclusive Brand New Fully Glass Building , Each floor 8200 sft , 13th floor Available , Fully open space , Lift , Full Generator Backup, Each floor 4 Car parking
First floor- 6000 sft (Appx.) 2nd floor 4200 sft
Rent 1st Floor : Tk. 300 per sft
2nd Floor : Tk. 140 per sft
13th Floor : Tk. 140 per sft
Bank / Office / Multinational office available for rent",Gulshan 1,For Rent,4,Commercial Space,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,,,Yes,,Yes,,,Yes,Yes,,Yes,,,Yes,,,Yes,140.0
224,Exclusive Commercial Space,4371,10500.0,"4 , 5 ",3,4.0,"14th Storied building , 10500 sft Per Floor , 4th & 5th floor Available , Fully open space , Two Lift , Full Generator Backup, 6 Car parking
/ Bank / Office / Multinational office available for rent",Gulshan 2,For Rent,6,Commercial Space,Yes,,,Yes,,Yes,Yes,,,Yes,,,,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,Yes,,,,,Yes,Yes,,,,,,,,,150.0
225,Exclusive Commercial Space,4361,6000.0,"9 ,10",3,4.0,"24 th Storied building , 6000 sft , 9 th 10th floor Available , Fully open space , Two Lift , Fully  Generator Backup 4 Car parking
 / Bank / Office / Multinational office available for rent",Banani,For Rent,4,Commercial Space,Yes,,,Yes,,Yes,Yes,Yes,,Yes,,,,,Yes,,Yes,,Yes,Yes,Yes,Yes,,,,,,,,Yes,,,Yes,Yes,,,,,Yes,,,,165.0
226,Exclusive Brand New Commercial Space,4349,7500.0,"1,2 , 4 ,",3,3.0,"25th Storied building , 7500 sft , 3th , 4th ,7th , 18th , 19th floor Available Fully open space , Two Lift , Full Generator Backup, Two Car parking
Restaurant / Bank / Resturant/ Multinational office available for rent
Nice Apartment",Banani,For Rent,2,Commercial Space,,,,Yes,Yes,Yes,Yes,Yes,,Yes,,,,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,,Yes,,,,,,Yes,,,,Yes,,,,,Yes,,,,100.0
227,Bright Apartment,4139,2400.0,4,3,3.0,Exclusive apartment 3 bed with luxury drawing dining living space 1 parking 24/7 Generator back up,Gulshan 2,For Rent,1,Residential Apartment,,Yes,,Yes,,Yes,Yes,,,Yes,Yes,,,Yes,,,Yes,,Yes,,Yes,,Yes,,,,,Yes,,,,,Yes,,Yes,,,,,,Yes,,70000.0
228,Two storied independent house,4035,6000.0,,5,5.0,"Two Storied Independent house , East view Semi Furnished flat, 6000 sft, all space air Condition , 5 bed room, 5 bath room,  Drawing, Dinning & Living Space, full Generator backup, 3 Car Parking,  Roof top BBQ area.
Prime Location : Gulshan North.",Gulshan 2,For Rent,3,Independent House-Villa,Yes,Yes,Yes,,Yes,,,,Yes,,Yes,,,Yes,,,Yes,,Yes,,,,,,Yes,,Yes,,,,,,,,,,Yes,,,,,,550000.0
229,Luxury Triplex apartment for rent,4024,6000.0,,4,4.0,"Exclusive Lake view Triplex apartment 2nd 3rd ; 4th floor, 4 Bed, Exclusive Garden Lake View, 4 car Parking, Full Generator  Back Up,",Gulshan 2,For Rent,4,Residential Apartment,Yes,Yes,Yes,Yes,Yes,,Yes,,,Yes,Yes,,,Yes,Yes,,,,Yes,,,,,,Yes,,,Yes,,,,,Yes,,Yes,,,,,,,,450000.0
230,Commercial space For Rent,3829,2905.0,,4,4.0,3000 sqft fully open space 4th floor central ac 2 lift stand by 100% power Back up. 24/7 Security service,Banani,For Rent,2,Commercial Space,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340000.0
231,Exclusive office complex,3782,11000.0,,3,3.0,"12-Sroried Exclusive office complex Approx. 11000 sft floor area in each typical floor With 02 levels of basement floors each floor 06 car parking,
Location Avenue . Available floor 2nd , 3rd , 4th & 5th floor,
The building shall be facilitated with 4 (four ) elevators with a capacity to carry 15 persons minimum by each elevator a time with access control features.
Electrical Backbone
The systems to be included in the electrical systems design as follow:
High voletage reticulation & power substation
Power distribution system
Emergency power generation plant IPM
Lighting system
Lightning protection & grounding system
FIRE SAFETY AND PROTECTION SYSTEM",Tejgaon,For Rent,6,Commercial Space,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,,Yes,,,,,,Yes,,Yes,,,Yes,,,Yes,,,Yes,180.0
232,"First floor Bank ,multinational office",6000SqFt,6000.0,,3,3.0,"13- Storied new  Office Complex , 6000 sft open space, 1st  floor , Lift, 100% Generator Backup, 4 Car parking .",Banani,For Rent,4,Commercial Space,,,,Yes,,,Yes,,,,,,,Yes,Yes,,,,,,,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,175.0
233,Two storied Building,4,3000.0,,4,5.0,Bright and luxury independent house 13 katha land,Banani,For Rent,3,Independent House-Villa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400000.0
234,commercial space,3000SqFt3000,30003000.0,,4,5.0,Exclusive open commercial space. 8th floor 24/7 Security service and generetor back up,Banani,For Rent,2,Commercial Space,,,,Yes,,,Yes,,,Yes,,,,Yes,Yes,,,,,,Yes,Yes,,Yes,,,,,,,,,,,,Yes,,,,,,,300000.0
235,Exclusive Office Apartment For Rent Banani,2300SqFt,2300.0,,3,3.0,"Very Nice Office Apartment For Rent At Banani. 2300 sft, 4th floor, 3 Bed With Bath, Very Nice Work Station, Nice Conference Space, Nice Kitchen, 24 Hours Security & Generator Back Up.",Banani,For Rent,1,Un furnished,,,,,,,,,,Yes,Yes,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000.0
236,Nice Independent House,3500SqFt,3500.0,,4,3.0,"Luxurious Independent House For Rent At Gulshan-1. 10 Katha Land, 3500 sft, 4 Bed, Open Space Work Station, 3 Bath, kitchen, Extra Gard Room, 5 Car Parking.",,For Rent,5,Commercial Space,,,,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,150000.0
237,Exclusive Furnished Apartment,3000SqFt,3000.0,,3,3.0,"Luxurious Interior Decoration Fully Furnished Apartment. 3 Bed with Bath, Exclusive Interior Decoration Drawing,Dinning & Living Space, Beautiful Balcony, Nice Interior Decoration Kitchen. 24 Hours Security & Full Load Generator Back Up.",,For Rent,2,Residential Apartment,Yes,,,Yes,,,,,,,Yes,,,Yes,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,100000.0
238,Bright Furnished Apartment,3,5500.0,,3,3.0,"Three bedrooms (with cabinet), one dining room, one for sitting, one drawing room, kitchen area (with cabinet), three bathrooms, servant quarter, one storeroom, one car parking space (Garage).
2. Two Balconies
3. 100% safety and security.
4. Two Elevators and intercom facilities.",Banani,For Rent,1,Residential Apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90000.0
239,Fully Furnished apartment,2,2200.0,,2,2.0,"Two bedrooms (with cabinet), one dining room, one for sitting, one drawing room, kitchen area (with cabinet), three bathrooms, servant quarter, one storeroom, one car parking space (Garage).
2. Two Balconies
3. 100% safety and security.
4. Two Elevators and intercom facilities.",Banani,For Rent,1,Residential Apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65000.0
240,Fully Furnished Apartment,Test #PID-101,12132300.0,,3,3.0,"Three bedrooms (with cabinet), one dining room, one for sitting, one drawing room, kitchen area (with cabinet), three bathrooms, servant quarter, one storeroom, one car parking space (Garage).
2. Two Balconies
3. 100% safety and security.
4. Two Elevators and intercom facilities.
5. Nonstop supply of water, gas and electricity",Banani,For Rent,1,Residential Apartment,Yes,,,Yes,,,Yes,,,Yes,Yes,Yes,,Yes,Yes,,,,,,Yes,Yes,,,Yes,,Yes,,,,,Yes,,,Yes,,,,,,Yes,Yes,85000.0
241,Exclusive Furnished Apartment,01944400002SqFt,1944400002.0,,3,3.0,"Luxurious Fully Furnished Apartment For Rent At Gulshan-1. 2000 sft, 3 bed with 2 attach bath, 1 common bath, very nice drawing, dinning & living apace, nice kitchen, 1 car parking, 24 hours security & generator back up.",,For Rent,1,Commercial Space,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,110000.0
242,Land with Building For Sale,12306,3600.0,,3,4.0,"6 stored house with  on 9.42 khata land
good location Residential area Gulshan-2, Dhaka",Gulshan 2,For Sale,2,Land/Plot,,Yes,,Yes,Yes,,,Yes,,Yes,Yes,,,,Yes,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,650000000.0
243,Excellent Brand new flat for sale at Gulshan 2,12297,4450.0,2 ,4,4.0,"Excellent Brand new Apartment for sale
2nd floor
4450sft
4 Bed
4 Bath
Drawing
Dining
Living
1 parking
2 Lift
 GYM
Swimming Pool
Garden
Full Generator Back up
Location Gulshan -2.",Gulshan 2,For Sale,1,Residential Apartment,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,,,,,,,Yes,,,,Yes,,,,Yes,Yes,,,,,,,,,,95000000.0
244,Land With Building For Sale,12259,3600.0,,4,4.0,"3 storey house with 5 storey foundation on 5 khata land
good location Residential area Uttara sector 5",Uttara,For Sale,2,Land/Plot,,Yes,,Yes,Yes,,,,Yes,Yes,,,,,Yes,,Yes,,Yes,,,,,Yes,,,,,,,,,,Yes,,,,,,,,,130000000.0
245,Exclusive Luxurious Brand New Apartment for Sale in Gulshan 2,12155,3500.0,1,4,5.0,"Brand New Luxurious Apartment
1st floor
3500 sft
4 Bed
5 Bathroom
Drawing
Dining
Family Living
24 Hours Security Service & Cc Camera Monitoring System, Generator Back up.",Gulshan 2,For Sale,1,Residential Apartment,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,,Yes,Yes,,Yes,,Yes,,Yes,,,Yes,Yes,,,,,,Yes,,Yes,Yes,Yes,,,,,,,,75000000.0
246,Exclusive Apartment for Sale in Baridhara Diplomatic Zone,12128,3094.0,3 ,3,3.0,"Total Registered Space  3094 Sft
3 Bedroom with Attached Bathroom
Drawing Cum Dining room
Kitchen room
Servant room
2  Car parking
24 hours lift service and Generator facilities.",Baridhara Diplomatic Zone,For Sale,1,Residential Apartment,,Yes,,Yes,,,Yes,Yes,,Yes,,,,,Yes,,,,Yes,,Yes,,,Yes,,,,,,,,,Yes,Yes,,,,,,,,,5.0
247,Good Apartment for sale at Banani North,12044,32003200.0,1 ,4,4.0,"6 Storied Building, Good Apartment for Sale at Banani North, 3200 sft, 1st floor , 4 Beds, 4Bath,1 Balcony, Drawing, Dinning 2Car Parking.",Banani,For Sale,2,Residential Apartment,,Yes,,Yes,Yes,,,,Yes,Yes,Yes,,,Yes,Yes,,,,Yes,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,45000000.0
248,Land For Sale Tejgaon Industrial Area,11830,32220.0,,3,3.0,"Tejgaon Industrial Area, 44.75 Katha almost Square Property.
Next lane to love lane (Ahsanullah University) Corner Plot.
2 Sides Road 60ft Each Road, New Road Connecting To Hatir Jhil.
Land Suitable For Office Building, Hospital, University, Apartments.",Tejgaon,For Sale,2,Land/Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45000000.0
249,Pent House South Facing Luxurious Apartment for Sale in Banani.,11754,5100.0,8,4,4.0,"Luxurious Apartment, 8th floor, Building G+8 Basements, Size-5100 sft South Facing Luxurious Pent House, 4 Bed, 4 Bath, 5 Verandah, Drawing, Dining, Living, Open Kitchen, Two Lift, Land Area 3.5 Katha,  Two Car Parking, Generator Back-up, CC/ Camera Monitoring System, & 24 Hours Security Service.",Banani,For Sale,1,Residential Apartment,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,,Yes,,Yes,,,Yes,Yes,Yes,,Yes,,,Yes,,Yes,Yes,Yes,,,,,,,,95000000.0
250,Lake Side 2500 sft South facing Apartment For Sale At Gulshan 1,11727,1500.0,3,4,5.0,"South-facing, Lake Side 2500 sft Apartment, 4 Bed, 5 Bath, 4 Balcony, Drawing, Dining, Living, Servant Room with attached Bath. Car Parking
Lift, Generator Back up,",Gulshan 1,For Sale,1,Un furnished,Yes,Yes,,Yes,Yes,,,,Yes,Yes,,,,Yes,Yes,,Yes,,Yes,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,
