area,building_type,building_nature,num_bath_rooms,num_bed_rooms,price,property_description,property_overview,property_url,purpose,city,locality,address,maintenance-staff-amenity,security-staff-amenity,facilities-for-disabled-amenity
8608.0,Apartment,NA,2.0,2.0,2.0,"Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.,
.,
Facilities Available,
>Fully Furnished Apartment,
>Security & Laundry Service,
>Filter, Washing Machine, LP Gas,
>Drawing, Dining Space Available,
>Daily Room & Bathroom Cleaning,
>WiFi, Microwave oven, Geyser, A/C,
>Short-Term Rentals, TV, Refrigerator,
.,
Website: https://www.hotels.com.bd/…/2-bedroom-furnished…/,
YouTube: https://www.youtube.com/watch?v=qVIoVfPGFmA,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096842","Built in Year : 2022,Size 800 Sq. Meter,Floors: 2,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",https://www.toleter.com/property/bd1330/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5, Japan Street,",yes,yes,NA
8608.0,Apartment,NA,2.0,2.0,48000.0,"Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.,
.,
Facilities Available,
>Fully Furnished Apartment,
>Security & Laundry Service,
>Filter, Washing Machine, LP Gas,
>Drawing, Dining Space Available,
>Daily Room & Bathroom Cleaning,
>WiFi, Microwave oven, Geyser, A/C,
>Short-Term Rentals, TV, Refrigerator,
.,
Website: https://www.hotels.com.bd/…/2-bedroom-furnished…/,
YouTube: https://www.youtube.com/watch?v=qVIoVfPGFmA,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096842","Built in Year : 2021,Size 800 Sq. Meter,Floors: 6,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",https://www.toleter.com/property/bd1255/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5, Japan Street,",yes,yes,yes
8608.0,Apartment,NA,2.0,2.0,48000.0,"Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.,
.,
Facilities Available,
>Fully Furnished Apartment,
>Security & Laundry Service,
>Filter, Washing Machine, LP Gas,
>Drawing, Dining Space Available,
>Daily Room & Bathroom Cleaning,
>WiFi, Microwave oven, Geyser, A/C,
>Short-Term Rentals, TV, Refrigerator,
.,
Website: https://www.hotels.com.bd/…/2-bedroom-furnished…/,
YouTube: https://www.youtube.com/watch?v=qVIoVfPGFmA,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096842","Built in Year : 2021,Size 800 Sq. Meter,Floors: 6,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",https://www.toleter.com/property/bd1238/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5, Japan Street,",yes,yes,NA
9415.0,Apartment,NA,2.0,2.0,48000.0,"Our serviced apartment is fully decorated with modern amenities. You can take it as a Short-term or Long-term basis for your vacation rental. All the facilities are available like TV, geyser, refrigerator, WiFi, microwave, and air conditioning, laundry services etc.,
.,
Facilities Available,
>Fully Furnished Apartment,
>Security & Laundry Service,
>Filter, Washing Machine, LP Gas,
>Drawing, Dining Space Available,
>Daily Room & Bathroom Cleaning,
>WiFi, Microwave oven, Geyser, A/C,
>Short-Term Rentals, TV, Refrigerator,
.,
Website:https://www.reit.com.bd/projects/on-going-projects,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096846","Built in Year : 2022,Size 875 Sq. Meter,Floors: 6,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",https://www.toleter.com/property/bd1260/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5, Japan Street,",yes,yes,NA
8608.0,Apartment,NA,2.0,2.0,48000.0,"Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser,  Refrigerator, Wi-Fi, Microwave oven, A/C.,
Please See more:  https://www.reit.com.bd/projects/on-going-projects","Size 800 Sq. Meter,Parking Spaces,Electricity Backup,Balcony,Others Main Features",https://www.toleter.com/property/bd1044/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level -5, Japan Street,",NA,NA,NA
8608.0,Apartment,NA,2.0,2.0,0.0,"Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.So here you will get the best living service from our apartment . If you need any short-term and long-term rental for living kindly contact us and visit our website for more details.,
.,
Facilities Available,
1. Fully Furnished Apartment,
2. Security & Laundry Service,
3. Drawing, Dining Space Available,
4. Daily Room & Bathroom Cleaning,
5. WiFi, Microwave oven, Geyser, A/C,
6. Short-Term Rentals, TV, Refrigerator,
.,
Please See more: https://www.realestates.com.bd/live-projects/cash-flow-projects/,
.,
Contact For Booking:,
+88 01712-553547,
+88 01921096846,Location: JCX TOWER, 1136/A, Block-I, Level 5,
Japan Street, Bashundhara R/A","Size 800 Sq. Meter,Floors: 10,Parking Spaces,Electricity Backup,Beautiful View,Balcony,CCTV Security,Others Main Features",https://www.toleter.com/property/bd1050/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5 Japan Street, , .",yes,yes,NA
10760.0,Apartment,NA,0.0,0.0,1.0,"We are looking for a Commercial Office Space (Sqft 1000+) for Rent in a prime location with availability of modern facilities. The office space have to be in good condition. Only respected owners can contact with us.,
Please See more: https://www.ecommerce.com.bd/comm…/serviced-office-spaces/","Built in Year : 2021,Size 1000 Sq. Meter,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",https://www.toleter.com/property/bd1052/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5, Japan Street,",yes,yes,NA
8608.0,Apartment,NA,2.0,2.0,48000.0,"Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.So here you will get the best living service from our apartment . If you need any short-term and long-term rental for living kindly contact us and visit our website for more details.,
.,
Facilities Available,
1. Fully Furnished Apartment,
2. Security & Laundry Service,
3. Drawing, Dining Space Available,
4. Daily Room & Bathroom Cleaning,
5. WiFi, Microwave oven, Geyser, A/C,
6. Short-Term Rentals, TV, Refrigerator,
.,
Please See more: https://www.realestates.com.bd/live-projects/cash-flow-projects/,Contact For Booking:,
+88 01712-553547,
+88 01921096846,Location: JCX TOWER, 1136/A, Block-I, Level 5, Japan Street, Bashundhara R/A","Built in Year : 2021,Size 800 Sq. Meter,Floors: 6,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",https://www.toleter.com/property/bd1047/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5, Japan Street,",yes,yes,NA
8608.0,Apartment,NA,2.0,2.0,1.0,"Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C. So here you will get the best living service from our apartment . If you need any short-term and long-term rental for living kindly contact us and visit our website for more details.,
.,
Facilities Available,
1. Fully Furnished Apartment,
2. Security & Laundry Service,
3. Drawing, Dining Space Available,
4. Daily Room & Bathroom Cleaning,
5. WiFi, Microwave oven, Geyser, A/C,
6. Short-Term Rentals, TV, Refrigerator,
.,
Please See more:  https://www.banglamart.com/co-living/studio-aptt-rentals/,
.,
Contact For Booking:,
+88 01712-553547,
+88 01921096846,Location: JCX TOWER, 1136/A, Block-I, Level 5,
Japan Street, Bashundhara R/A","Size 800 Sq. Meter,Floors: 10,Parking Spaces,Electricity Backup,Beautiful View,Balcony,CCTV Security,Others Main Features",https://www.toleter.com/property/bd1058/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5 Japan Street,",yes,yes,NA
,Apartment,NA,3.0,3.0,16000.0,"Sonadanga will rent an office/house on the north side of the 3 -storey building on the back of the 22 -storey Delta Tower (120 square feet 1 bed/bath), south side (1 square feet 2 bed/bath).The office has been rented up to the 5th floor.Contact: 01755630039","Built in Year : 2022,Floors: 4,Parking Spaces,Balcony",https://www.toleter.com/property/bd1075/,Rent,NA,,"The 3 -Storey Building On The Back Of The 22 -Storey Delta Tower, North/South Side,.",NA,yes,NA
8608.0,Apartment,NA,2.0,2.0,48000.0,"Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term, Long-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.,
.,
Facilities Available,
>Fully Furnished Apartment,
>Security & Laundry Service,
>Filter, Washing Machine, LP Gas,
>Drawing, Dining Space Available,
>Daily Room & Bathroom Cleaning,
>WiFi, Microwave oven, Geyser, A/C,
>Short-Term Rentals, TV, Refrigerator,
.,
Please See more:  https://www.realestates.com.bd/live-projects/cash-flow-projects/,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096846","Built in Year : 2021,Size 800 Sq. Meter,Floors: 6,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",https://www.toleter.com/property/bd1063/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5, Japan Street,",yes,yes,NA
4035.0,Apartment,NA,1.0,2.0,36000.0,"Two Room Furnished Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals with Kitchen, TV, Refrigerator, WiFi, Microwave oven, A/C.,
.,
Facilities Available :,
> Grocery Shop, BBQ corner,
> Swimming Pool,Theatre room,,
> Gym with 24/7 and Jogging track,
> Daily Room & Bathroom Cleaning,
> Multi-purpose Hall Room With Full AC,
> Steam Bath, Thermal massager,
> Landscape With Sitting Arrangement,
.,
Please See more: https://www.banglamart.com/co-living/studio-apt-rentals/,
.,
Contact For Booking:,
+88 01712-553547,
+88 01921096842","Size 375 Sq. Meter,Parking Spaces,CCTV Security,Elevator,Others Main Features",https://www.toleter.com/property/bd1109/,Rent,NA,Bashundhara R/A,"Jcx Business Tower, Plot – 1136/A Japan Street, Block – I, Level-5, Suite # H, Dhaka 1229, Bangladesh,",yes,yes,NA
8608.0,Apartment,NA,2.0,2.0,48000.0,"Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.,
.,
Facilities Available,
>Fully Furnished Apartment,
>Security & Laundry Service,
>Filter, Washing Machine, LP Gas,
>Drawing, Dining Space Available,
>Daily Room & Bathroom Cleaning,
>WiFi, Microwave oven, Geyser, A/C,
>Short-Term Rentals, TV, Refrigerator,
.,
Website : https://www.hotels.com.bd/rental/2-bedroom-furnished-apartment-rental/,
YouTube : https://www.youtube.com/watch?v=qVIoVfPGFmA,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096842","Built in Year : 2021,Size 800 Sq. Meter,Floors: 6,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",https://www.toleter.com/property/bd1088/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5, Japan Street,",yes,yes,NA
8608.0,Apartment,NA,2.0,2.0,48000.0,"Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.So here you will get the best living service from our apartment . If you need any short-term and long-term rental for living kindly contact us and visit our website for more details.,
.,
Facilities Available,
1. Fully Furnished Apartment,
2. Security & Laundry Service,
3. Drawing, Dining Space Available,
4. Daily Room & Bathroom Cleaning,
5. WiFi, Microwave oven, Geyser, A/C,
6. Short-Term Rentals, TV, Refrigerator,
.,
Please See more: https://www.realestates.com.bd/live-projects/cash-flow-projects/,Contact For Booking:,
+88 01712-553547,
+88 01921096846,Location: JCX TOWER, 1136/A, Block-I, Level 5, Japan Street, Bashundhara R/A","Built in Year : 2021,Size 800 Sq. Meter,Floors: 7,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",https://www.toleter.com/property/bd1041/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5, Japan Street,",yes,yes,NA
4035.0,Apartment,NA,2.0,2.0,35000.0,"1 & 2 Room Furnished Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals with Kitchen, TV, Refrigerator, WiFi, Microwave oven, A/C.,
.,
Facilities Available :,
> Grocery Shop, BBQ corner,
> Swimming Pool,Theatre room,,
> Gym with 24/7 and Jogging track,
> Daily Room & Bathroom Cleaning,
> Multi-purpose Hall Room With Full AC,
> Steam Bath, Thermal massager,
> Landscape With Sitting Arrangement,
.,
Click For Two Room:,
https://www.hotels.com.bd/…/residential-furnished…,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096842,
+88 01921096846","Built in Year : 2020,Size 375 Sq. Meter,Floors: 10,Parking Spaces,flooring,Electricity Backup,Beautiful View,Balcony,CCTV Security,Others Main Features",https://www.toleter.com/property/bd1014/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5 Japan Street, , .",yes,yes,NA
8608.0,Apartment,NA,2.0,2.0,48000.0,"Fully  Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser,  Refrigerator, Wi-Fi, Microwave oven, A/C.","Size 800 Sq. Meter,Parking Spaces,Electricity Backup,Beautiful View,Balcony",https://www.toleter.com/property/bd1011/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level -5, Japan Street,",NA,NA,NA
4035.0,Apartment,NA,1.0,1.0,35000.0,"1 & 2 Room Furnished Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals with Kitchen, TV, Refrigerator, WiFi, Microwave oven, A/C.,
.,
Facilities Available :,
> Grocery Shop, BBQ corner,
> Swimming Pool,Theatre room,,
> Gym with 24/7 and Jogging track,
> Daily Room & Bathroom Cleaning,
> Multi-purpose Hall Room With Full AC,
> Steam Bath, Thermal massager,
> Landscape With Sitting Arrangement,
.,
Please See more: https://www.reit.com.bd/projects/on-going-projects,
.,
Contact For Booking:,
+88 01712-553547,
+88 01921096842,
+88 01921096846","Built in Year : 2020,Size 375 Sq. Meter,Floors: 10,Parking Spaces,Electricity Backup,Beautiful View,Balcony,CCTV Security,Others Main Features",https://www.toleter.com/property/bd1022/,Rent,NA,,",.",yes,yes,NA
8608.0,Apartment,NA,2.0,2.0,48000.0,"Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.","Built in Year : 2021,Size 800 Sq. Meter,Floors: 6,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Others Main Features",https://www.toleter.com/property/bd1016/,Rent,NA,,",,",yes,yes,NA
4035.0,Apartment,NA,1.0,1.0,2.0,"1 & 2 Room Furnished Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals with Kitchen, TV, Refrigerator, WiFi, Microwave oven, A/C.,
.,
Facilities Available :,
> Swimming Pool,Theatre room,,
> Gym with 24/7 and Jogging track,
> Daily Room & Bathroom Cleaning,
> Multi-purpose Hall Room With Full AC,
> Steam Bath, Thermal massager,
> Landscape With Sitting Arrangement,
.,
Click For One Room:,
https://www.hotels.com.bd/…/residential-studio…,
Click For Two Room:,
https://www.hotels.com.bd/…/residential-furnished…,
.,
Contact For Booking:,
88 01712-553547,
88 01921096842,
88 01921096846","Size 375 Sq. Meter,Parking Spaces,Electricity Backup,Balcony,CCTV Security",https://www.toleter.com/property/bd1024/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level -5, Japan Street, , .",yes,yes,NA
8608.0,Apartment,NA,2.0,2.0,48000.0,"Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.","Built in Year : 2022,Size 800 Sq. Meter,Floors: 6,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",https://www.toleter.com/property/bd1019/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5, Japan Street,",yes,yes,NA
4035.0,Apartment,NA,1.0,1.0,2.0,"1 & 2 Room Furnished Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals with Kitchen, TV, Refrigerator, WiFi, Microwave oven, A/C.,
.,
Facilities Available :,
> Swimming Pool,Theatre room,,
> Gym with 24/7 and Jogging track,
> Daily Room & Bathroom Cleaning,
> Multi-purpose Hall Room With Full AC,
> Steam Bath, Thermal massager,
> Landscape With Sitting Arrangement,
.,
Click For One Room:,
https://www.hotels.com.bd/…/residential-studio…,
Click For Two Room:,
https://www.hotels.com.bd/…/residential-furnished…,
.,
Contact For Booking:,
88 01712-553547,
88 01921096842,
88 01921096846","Size 375 Sq. Meter,Parking Spaces,Electricity Backup,Balcony,CCTV Security",https://www.toleter.com/property/bd1027/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level -5, Japan Street, , .",NA,NA,NA
8608.0,Apartment,NA,2.0,2.0,1.0,"Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.,
Please See more: https://www.reit.com.bd/projects/on-going-projects","Size 800 Sq. Meter,Parking Spaces,Electricity Backup,Beautiful View,Balcony,CCTV Security,Others Main Features",https://www.toleter.com/property/bd1033/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5 Japan Street, , .",yes,yes,NA
8608.0,Apartment,NA,2.0,2.0,48000.0,"Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.,Please See more:  https://www.reit.com.bd/projects/on-going-projects","Built in Year : 2021,Size 800 Sq. Meter,Floors: 7,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",https://www.toleter.com/property/bd1030/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5, Japan Street,",yes,yes,NA
8608.0,Apartment,NA,2.0,2.0,1.0,"Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.So here you will get the best living service from our apartment . If you need any short-term and long-term rental for living kindly contact us and visit our website for more details.,
.,
Facilities Available,
1. Fully Furnished Apartment,
2. Security & Laundry Service,
3. Drawing, Dining Space Available,
4. Daily Room & Bathroom Cleaning,
5. WiFi, Microwave oven, Geyser, A/C,
6. Short-Term Rentals, TV, Refrigerator,
.,
Please See more: https://www.realestates.com.bd/live-projects/cash-flow-projects/,
.,
Contact For Booking:,
+88 01712-553547,
+88 01921096846,Location: JCX TOWER, 1136/A, Block-I, Level 5,
Japan Street, Bashundhara R/A","Size 800 Sq. Meter,Floors: 10,Parking Spaces,flooring,Electricity Backup,Beautiful View,Balcony,CCTV Security,Others Main Features",https://www.toleter.com/property/bd1039/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5 Japan Street, , .",yes,yes,NA
8608.0,Apartment,NA,2.0,2.0,48000.0,"Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser,  Refrigerator, Wi-Fi, Microwave oven, A/C.,
Please See more:  https://www.reit.com.bd/projects/on-going-projects","Size 800 Sq. Meter,Parking Spaces,Electricity Backup,Beautiful View,Balcony",https://www.toleter.com/property/bd1036/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level -5, Japan Street, , .",NA,NA,NA
8608.0,Apartment,NA,2.0,2.0,48000.0,,"Size 800 Sq. Meter,Parking Spaces,Electricity Backup,Beautiful View,Balcony,Others Main Features",https://www.toleter.com/property/bd1005/,Rent,NA,,",",yes,yes,NA
,Apartment,NA,2.0,2.0,7500.0,"A new building will be rented a flat on a new building in a beautiful environment,
 Only for the family of the family,
 Bed room,
 👉 An atast bathroom bedroom and another common bathroom,
👉 A dining room,
 👉 A kitchen,
 A balcony,
 There is an adequate light air supply water system,
 Security 100%,
Edis will be able to rise from the month of December,
 House rent 7500 tk… .. Something can be reduced to discuss !!,
 Location: - Bagmara Primary School Apjit,
 Homeowner number: - 01931284664","flooring,Beautiful View,Balcony",https://www.toleter.com/property/bd951/,Rent,NA,,"Bagmara Primary School Apjit,",NA,NA,NA
,Apartment,NA,2.0,1.0,0.0,Any government private insurance office will be rented in a pleasant environment with Pabna Singa by Pass Bazaar (former Agricultural Bank Building).Address Alhaj Abul Kashem Singa Bazar Pabna Singa Bazar.,,https://www.toleter.com/property/bd962/,Rent,Pabna,,"Sheikh Bhavan -2, Along With Pabna Singa By Pass Bazaar (Former Agricultural Bank), Will Be Rented.",NA,NA,NA
8608.0,Apartment,NA,2.0,2.0,45000.0,,"Size 800 Sq. Meter,Parking Spaces,Electricity Backup,Beautiful View,Balcony,Others Main Features",https://www.toleter.com/property/bd970/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5 Japan Street, , .",yes,yes,NA
10760.0,Apartment,NA,1.0,1.0,1.0,"We are looking for a Residential apartment (1000 Sqft) for Rent in Bashundhara R/A.,
The apartment must be in a Prime Location with modern facilities. Only respected owners can contact with us. ,Contact For Booking:,
88 01712-553547,
88 01921096846 ,JCX TOWER, 1136/A, Block-I, Level 5,
Japan Street, Bashundhara R/A","Size 1000 Sq. Meter,Parking Spaces,Electricity Backup,Beautiful View,Balcony,CCTV Security,Others Main Features",https://www.toleter.com/property/bd959/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5 Japan Street, , .",yes,yes,NA
8608.0,Apartment,NA,2.0,2.0,48000.0,"Fully  Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser,  Refrigerator, WiFi, Microwave oven, A/C.","Size 800 Sq. Meter,Parking Spaces,Electricity Backup,Balcony,CCTV Security,Others Main Features",https://www.toleter.com/property/bd984/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level -5, Japan Street,",NA,NA,NA
8608.0,Apartment,NA,2.0,2.0,48000.0,"Fully  Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser,  Refrigerator, WiFi, Microwave oven, A/C.,
Contact For Booking:,
88 01712-553547,
88 01921096846,
JCX TOWER, 1136/A, Block-I, Level 5,
Japan Street, Bashundhara R/A","Size 800 Sq. Meter,Parking Spaces,Electricity Backup,Beautiful View,Balcony,CCTV Security,Others Main Features",https://www.toleter.com/property/bd987/,Rent,NA,,.,yes,yes,NA
8608.0,Apartment,NA,2.0,2.0,48000.0,"Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.","Built in Year : 2021,Size 800 Sq. Meter,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator",https://www.toleter.com/property/bd972/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5, Japan Street,",yes,NA,NA
8608.0,Apartment,NA,2.0,2.0,48000.0,"Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.","Built in Year : 2021,Size 800 Sq. Meter,Floors: 6,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",https://www.toleter.com/property/bd990/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5, Japan Street,",yes,yes,yes
8608.0,Apartment,NA,2.0,2.0,48000.0,"Fully  Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser,  Refrigerator, WiFi, Microwave oven, A/C.","Size 800 Sq. Meter,Parking Spaces,Electricity Backup,Beautiful View,Balcony,Others Main Features",https://www.toleter.com/property/bd993/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level -5, Japan Street,",yes,yes,NA
8608.0,Apartment,NA,2.0,2.0,48000.0,,"Size 800 Sq. Meter,Floors: 10,Parking Spaces,flooring,Electricity Backup,Beautiful View,Balcony,CCTV Security,Others Main Features",https://www.toleter.com/property/bd996/,Rent,NA,,.,yes,yes,NA
1076.0,Apartment,NA,0.0,2.0,1.0,Looking for a residential apartment for rent in Bashundhara R/A . The apartment must be in a prime location with modern facilities. Apartment size we are looking for is about 1000 sqft.  Only respected owners can contact us.,"Built in Year : 2016,Size 100 Sq. Meter,Parking Spaces,Electricity Backup,Balcony,CCTV Security,Elevator",https://www.toleter.com/property/bd945/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5, Japan Street,",NA,yes,NA
,Apartment,NA,4.0,3.0,28000.0,,"Floors: 7,Parking Spaces,Waste Disposal,Beautiful View,Balcony,Elevator",https://www.toleter.com/property/bd1001/,Rent,NA,,"Road 22 Plot 1 Bashundhara Ra,",NA,NA,NA
,Apartment,NA,2.0,2.0,9000.0,"House-bucket-family (second floor),
From 1st December 20222.,
Address- Parta Residential Area, Nirala, Khulna (Ashraful Ulum Umm Habiba Female Madrasa).
Mobile: 1-22022,
Details :,
* Modern fittings and complete tiles,
* 2 big bedrooms,
* 2 pm porch,
* 5 big dining + drawing space,
* 2 bathrooms (1 at Itch Bathroom-High Commode and 5 Common Bathroom),
* Adequate light-wind,
* 5 Kitchen,
* Parking facility,
* Facility of AC, Gizer and Washing Machine,
Rent- 1/=,
Other benefits-,,
24 hours of water system, submersible line, parking facility.","Parking Spaces,Beautiful View,Balcony,Others Main Features",https://www.toleter.com/property/bd912/,Rent,Khulna,,"Parta Residential Area, Nirala, Khulna (Ashraful Ulum Umm Habiba Female Madrasa),",NA,NA,NA
10760.0,Apartment,NA,2.0,2.0,1.0,Want to rent a residential apartment on Bashundhara R/A (square feet 1).The apartment has to be in the prime location with modern facilities.Only respected owners can contact us.Thanks,"Built in Year : 2018,Size 1000 Sq. Meter,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",https://www.toleter.com/property/bd914/,Sale,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5, Japan Street,",yes,yes,NA
