Amenities,Bathroom,Bedroom,Description,Location,MainFeatures,NearByLocation,PricePerMonth,PropertyType,Status,url
"kitchens: 1,Attached Bathroom,Dining Room,Sitting Room,Servant Quarters",Bathrooms: 1,Bedrooms: 1,"Two Room Furnished Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals with Kitchen, TV, Refrigerator, WiFi, Microwave oven, A/C.,
.,
Facilities Available :,
> Grocery Shop, BBQ corner,
> Swimming Pool,Theatre room,,
> Gym with 24/7 and Jogging track,
> Daily Room & Bathroom Cleaning,
> Multi-purpose Hall Room With Full AC,
> Steam Bath, Thermal massager,
> Landscape With Sitting Arrangement,
.,
Website: https://www.hotels.com.bd/two-room,
YouTube: https://www.youtube.com/watch?v=b_dWFqx8jKk,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096846","JCX TOWER, 1136/A, Block-I, Level 5 Japan Street, Bashundhara R/A, ","Built in Year : 2020,Size 375 Sq. Meter,Floors: 10,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features","Airport ( 20 km ),Nearby Schools,Nearby Hospitals,Shopping Malls,Nearby Restaurants,Public Transport,Other Nearby Places",36000 Tk,Flat / Apartment,For Rent ,https://www.toleter.com/property/bd1573/
"kitchens: 1,Attached Bathroom,Common Bathroom,Dining Room,Sitting Room,Laundry Room,Servant Quarters",Bathrooms: 1,Bedrooms: 1,"Two Room Furnished Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals with Kitchen, TV, Refrigerator, WiFi, Microwave oven,  A/C.,
.,
Facilities Available :,
> Grocery Shop, BBQ corner,
> Swimming Pool,Theatre room,
> Gym with 24/7 and Jogging track,
> Daily Room & Bathroom Cleaning,
> Multi-purpose Hall Room With Full AC,
> Steam Bath, Thermal massager,
> Landscape With Sitting Arrangement,
.,
Website: https://www.hotels.com.bd/two-room,
YouTube: https://www.youtube.com/watch?v=b_dWFqx8jKk,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096842","JCX TOWER,1136/A, Block-I, Level 5, Japan Street, Bashundhara R/A, ","Built in Year : 2021,Size 375 Sq. Meter,Floors: 6,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features","Airport ( 10 km ),Nearby Schools,Nearby Hospitals,Shopping Malls,Nearby Restaurants,Public Transport,Other Nearby Places",36000 Tk,Flat / Apartment,For Rent ,https://www.toleter.com/property/bd1542/
"kitchens: 1,Attached Bathroom,Common Bathroom,Dining Room,Sitting Room,Laundry Room,Servant Quarters",Bathrooms: 2,Bedrooms: 1,"Two Room Furnished Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals with Kitchen, TV, Refrigerator, WiFi, Microwave oven,  A/C.,
.,
Facilities Available :,
> Grocery Shop, BBQ corner,
> Swimming Pool,Theatre room,
> Gym with 24/7 and Jogging track,
> Daily Room & Bathroom Cleaning,
> Multi-purpose Hall Room With Full AC,
> Steam Bath, Thermal massager,
> Landscape With Sitting Arrangement,
.,
Website: https://www.hotels.com.bd/two-room,
YouTube: https://www.youtube.com/watch?v=b_dWFqx8jKk,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096842","JCX TOWER, 1136/A, Block-I, Level 5, Japan Street, Bashundhara R/A, ","Floors: 4,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",Airport ( 10 km ),55000 Tk,Flat / Apartment,For Rent ,https://www.toleter.com/property/bd1517/
"kitchens: 1,Attached Bathroom,Common Bathroom,Dining Room,Sitting Room,Laundry Room,Servant Quarters",Bathrooms: 1,Bedrooms: 2,"Two Room Furnished Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals with Kitchen, TV, Refrigerator, WiFi, Microwave oven,  A/C.,
.,
Facilities Available :,
> Grocery Shop, BBQ corner,
> Swimming Pool,Theatre room,
> Gym with 24/7 and Jogging track,
> Daily Room & Bathroom Cleaning,
> Multi-purpose Hall Room With Full AC,
> Steam Bath, Thermal massager,
> Landscape With Sitting Arrangement,
.,
Website: https://www.hotels.com.bd/two-room,
YouTube: https://www.youtube.com/watch?v=b_dWFqx8jKk,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096842","CX TOWER,1136/A, Block-I, Level 5, Japan Street, Bashundhara R/A, ","Built in Year : 2022,Size 375 Sq. Meter,Floors: 4,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",Airport ( 10 km ),36000 Tk,Flat / Apartment,For Rent ,https://www.toleter.com/property/bd1520/
kitchens: 1,Bathrooms: 1,Bedrooms: 2,"Our serviced apartment is fully decorated with modern amenities. You can take it as a Short-term or Long-term basis for your vacation rental. All  the facilities are available like TV, geyser, refrigerator, WiFi, microwave, and air conditioning, laundry services etc.,
.,
Facilities Available,
>Fully Furnished Apartment,
>Security & Laundry Service,
>Filter, Washing Machine, LP Gas,
>Drawing, Dining Space Available,
>Daily Room & Bathroom Cleaning,
>WiFi, Microwave oven, Geyser, A/C,
>Short-Term Rentals, TV, Refrigerator,
.,
Website: https://www.hotels.com.bd/rental/apartment-furnished,
YouTube: https://www.youtube.com/watch?v=8kJKBg9LRkM&t=2s,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096846","JCX TOWER,1136/A, Block-I, Level 5, Japan Street, Bashundhara R/A, ","Built in Year : 2022,Size 875 Sq. Meter,Floors: 8,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",Airport ( 10 km ),55000 Tk,Flat / Apartment,For Rent ,https://www.toleter.com/property/bd1522/
"kitchens: 1,Attached Bathroom,Common Bathroom,Dining Room,Sitting Room,Laundry Room,Servant Quarters",Bathrooms: 2,Bedrooms: 2,"Our serviced apartment is fully decorated with modern amenities. You can take it as a Short-term or Long-term basis for your vacation rental. All  the facilities are available like TV, geyser, refrigerator, WiFi, microwave, and air conditioning, laundry services etc.,
.,
Facilities Available,
>Fully Furnished Apartment,
>Security & Laundry Service,
>Filter, Washing Machine, LP Gas,
>Drawing, Dining Space Available,
>Daily Room & Bathroom Cleaning,
>WiFi, Microwave oven, Geyser, A/C,
>Short-Term Rentals, TV, Refrigerator,
.,
Website: https://www.hotels.com.bd/rental/apartment-furnished,
YouTube: https://www.youtube.com/watch?v=8kJKBg9LRkM&t=2s,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096846","JCX TOWER,1136/A, Block-I, Level 5, Japan Street, Bashundhara R/A, ","Built in Year : 2022,Size 875 Sq. Meter,Floors: 4,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",Airport ( 10 km ),55000 Tk,Flat / Apartment,For Rent ,https://www.toleter.com/property/bd1526/
"kitchens: 1,Attached Bathroom,Common Bathroom,Dining Room,Sitting Room,Laundry Room,Servant Quarters",Bathrooms: 1,Bedrooms: 2,"Two Room Furnished Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals with Kitchen, TV, Refrigerator, WiFi, Microwave oven,  A/C.,
.,
Facilities Available :,
> Grocery Shop, BBQ corner,
> Swimming Pool,Theatre room,
> Gym with 24/7 and Jogging track,
> Daily Room & Bathroom Cleaning,
> Multi-purpose Hall Room With Full AC,
> Steam Bath, Thermal massager,
> Landscape With Sitting Arrangement,
.,
Website: https://www.hotels.com.bd/two-room,
YouTube: https://www.youtube.com/watch?v=b_dWFqx8jKk,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096842","Two Room Furnished Serviced Apartment RENT in Bashundhara R/A, ","Built in Year : 2022,Size 375 Sq. Meter,Floors: 10,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",Airport ( 10 km ),36000 Tk,Flat / Apartment,For Sale,https://www.toleter.com/property/bd1524/
"kitchens: 1,Attached Bathroom,Common Bathroom,Dining Room,Sitting Room,Laundry Room,Servant Quarters",Bathrooms: 2,Bedrooms: 2,"Our serviced apartment is fully decorated with modern amenities. You can take it as a Short-term or Long-term basis for your vacation rental. All  the facilities are available like TV, geyser, refrigerator, WiFi, microwave, and air conditioning, laundry services etc.,
.,
Facilities Available,
>Fully Furnished Apartment,
>Security & Laundry Service,
>Filter, Washing Machine, LP Gas,
>Drawing, Dining Space Available,
>Daily Room & Bathroom Cleaning,
>WiFi, Microwave oven, Geyser, A/C,
>Short-Term Rentals, TV, Refrigerator,
.,
Website: https://www.hotels.com.bd/rental/apartment-furnished,
YouTube: https://www.youtube.com/watch?v=8kJKBg9LRkM&t=2s,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096846","JCX TOWER,1136/A, Block-I, Level 5, Japan Street, Bashundhara R/A, ","Built in Year : 2021,Size 875 Sq. Meter,Floors: 4,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",Airport ( 10 km ),55000 Tk,Flat / Apartment,For Rent ,https://www.toleter.com/property/bd1529/
"kitchens: 1,Attached Bathroom,Common Bathroom,Dining Room,Sitting Room,Laundry Room,Servant Quarters",Bathrooms: 2,Bedrooms: 2,"Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.,
.,
Facilities Available,
>Fully Furnished Apartment,
>Security & Laundry Service,
>Filter, Washing Machine, LP Gas,
>Drawing, Dining Space Available,
>Daily Room & Bathroom Cleaning,
>WiFi, Microwave oven, Geyser, A/C,
>Short-Term Rentals, TV, Refrigerator,
.,
Youtube:,
1.https://www.youtube.com/watch?v=yp440KIPCvc,
2.https://www.youtube.com/watch?v=xB_m6tVSiok,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096842","JCX TOWER,1136/A, Block-I, Level 5, Japan Street, Bashundhara R/A, ","Built in Year : 2021,Size 800 Sq. Meter,Floors: 4,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator",Airport ( 10 km ),48000 Tk,Flat / Apartment,For Rent ,https://www.toleter.com/property/bd1531/
"kitchens: 2,Attached Bathroom,Common Bathroom,Dining Room,Sitting Room,Laundry Room,Servant Quarters",Bathrooms: 2,Bedrooms: 2,"Our serviced apartment is fully decorated with modern amenities. You can take it as a Short-term or Long-term basis for your vacation rental. All  the facilities are available like TV, geyser, refrigerator, WiFi, microwave, and air conditioning, laundry services etc.,
.,
Facilities Available,
>Fully Furnished Apartment,
>Security & Laundry Service,
>Filter, Washing Machine, LP Gas,
>Drawing, Dining Space Available,
>Daily Room & Bathroom Cleaning,
>WiFi, Microwave oven, Geyser, A/C,
>Short-Term Rentals, TV, Refrigerator,
.,
Website: https://www.hotels.com.bd/rental/apartment-furnished,
YouTube: https://www.youtube.com/watch?v=8kJKBg9LRkM&t=2s,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096846","JCX TOWER,1136/A, Block-I, Level 5, Japan Street, Bashundhara R/A, ","Built in Year : 2021,Size 875 Sq. Meter,Floors: 10,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",Airport ( 10 km ),55000 Tk,Flat / Apartment,For Rent ,https://www.toleter.com/property/bd1533/
"kitchens: 1,Attached Bathroom,Common Bathroom,Dining Room,Sitting Room,Laundry Room",Bathrooms: 1,Bedrooms: 1,"Two Room Furnished Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals with Kitchen, TV, Refrigerator, WiFi, Microwave oven,  A/C.,
.,
Facilities Available :,
> Grocery Shop, BBQ corner,
> Swimming Pool,Theatre room,
> Gym with 24/7 and Jogging track,
> Daily Room & Bathroom Cleaning,
> Multi-purpose Hall Room With Full AC,
> Steam Bath, Thermal massager,
> Landscape With Sitting Arrangement,
.,
Website: https://www.hotels.com.bd/two-room,
YouTube: https://www.youtube.com/watch?v=b_dWFqx8jKk,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096842","JCX TOWER,1136/A, Block-I, Level 5, Japan Street, Bashundhara R/A, ","Built in Year : 2021,Size 375 Sq. Meter,Floors: 4,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,Elevator,Others Main Features",Airport ( 10 km ),36000 Tk,Flat / Apartment,For Rent ,https://www.toleter.com/property/bd1536/
"kitchens: 1,Attached Bathroom,Common Bathroom,Dining Room,Sitting Room,Laundry Room,Servant Quarters",Bathrooms: 2,Bedrooms: 2,"Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.,
.,
Facilities Available,
>Fully Furnished Apartment,
>Security & Laundry Service,
>Filter, Washing Machine, LP Gas,
>Drawing, Dining Space Available,
>Daily Room & Bathroom Cleaning,
>WiFi, Microwave oven, Geyser, A/C,
>Short-Term Rentals, TV, Refrigerator,
.,
Youtube:,
1.https://www.youtube.com/watch?v=yp440KIPCvc,
2.https://www.youtube.com/watch?v=xB_m6tVSiok,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096842","JCX TOWER,1136/A, Block-I, Level 5, Japan Street, Bashundhara R/A, ","Built in Year : 2021,Size 800 Sq. Meter,Floors: 6,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",Airport ( 10 km ),48000 Tk,Flat / Apartment,For Rent ,https://www.toleter.com/property/bd1538/
"kitchens: 1,Attached Bathroom,Common Bathroom,Dining Room,Sitting Room,Laundry Room,Servant Quarters",Bathrooms: 2,Bedrooms: 2,"Furnished 2BHK Serviced Flat Rent In Bashundhara,
Our serviced apartment is fully decorated with modern amenities. You can take it as a Short-term or Long-term basis for your vacation rental. All the facilities are available like TV, geyser, refrigerator, WiFi, microwave, and air conditioning, laundry services etc.,
.,
Facilities Available,
>Fully Furnished Apartment,
>Security & Laundry Service,
>Filter, Washing Machine, LP Gas,
>Drawing, Dining Space Available,
>Daily Room & Bathroom Cleaning,
>WiFi, Microwave oven, Geyser, A/C,
>Short-Term Rentals, TV, Refrigerator,
.,
Website: https://www.hotels.com.bd/rental/apartment-furnished,
YouTube: https://www.youtube.com/watch?v=8kJKBg9LRkM&t=2s,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096846","JCX TOWER, 1136/A, Block-I, Level 5 Japan Street, Bashundhara R/A, , .","Built in Year : 2020,Size 875 Sq. Meter,Floors: 8,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features","Airport ( 20 km ),Nearby Schools,Nearby Hospitals,Shopping Malls,Nearby Restaurants,Public Transport,Other Nearby Places",55000 Tk,Flat / Apartment,For Rent ,https://www.toleter.com/property/bd1540/
"kitchens: 1,Attached Bathroom,Common Bathroom,Dining Room,Sitting Room,Laundry Room,Servant Quarters",Bathrooms: 2,Bedrooms: 2,"Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.,
.,
Facilities Available,
>Fully Furnished Apartment,
>Security & Laundry Service,
>Filter, Washing Machine, LP Gas,
>Drawing, Dining Space Available,
>Daily Room & Bathroom Cleaning,
>WiFi, Microwave oven, Geyser, A/C,
>Short-Term Rentals, TV, Refrigerator,
.,
Youtube:,
1.https://www.youtube.com/watch?v=yp440KIPCvc,
2.https://www.youtube.com/watch?v=xB_m6tVSiok,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096842","JCX TOWER, 1136/A, Block-I, Level 5, Japan Street, Bashundhara R/A, ","Built in Year : 2022,Size 875 Sq. Meter,Floors: 4,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",Airport ( 10 km ),55000 Tk,Flat / Apartment,For Rent ,https://www.toleter.com/property/bd1514/
"kitchens: 1,Attached Bathroom,Common Bathroom,Dining Room,Sitting Room",Bathrooms: 2,Bedrooms: 1,"Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.,
.,
Facilities Available,
>Fully Furnished Apartment,
>Security & Laundry Service,
>Filter, Washing Machine, LP Gas,
>Drawing, Dining Space Available,
>Daily Room & Bathroom Cleaning,
>WiFi, Microwave oven, Geyser, A/C,
>Short-Term Rentals, TV, Refrigerator,
.,
YouTube,
1. https://www.youtube.com/watch?v=yp440KIPCvc,
2. https://www.youtube.com/watch?v=xB_m6tVSiok,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096846","JCX TOWER, 1136/A, Block-I, Level 5, Japan Street, Bashundhara R/A, ","Built in Year : 2022,Size 875 Sq. Meter,Floors: 8,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features","Airport ( 10 km ),Nearby Schools,Nearby Hospitals,Shopping Malls,Nearby Restaurants,Public Transport,Other Nearby Places",55000 Tk,Flat / Apartment,For Rent ,https://www.toleter.com/property/bd1493/
"kitchens: 1,Attached Bathroom,Common Bathroom,Dining Room,Sitting Room,Laundry Room,Servant Quarters",Bathrooms: 2,Bedrooms: 1,"Our serviced apartment is fully decorated with modern amenities. You can take it as a Short-term or Long-term basis for your vacation rental. All  the facilities are available like TV, geyser, refrigerator, WiFi, microwave, and air conditioning, laundry services etc.,
.,
Facilities Available,
>Fully Furnished Apartment,
>Security & Laundry Service,
>Filter, Washing Machine, LP Gas,
>Drawing, Dining Space Available,
>Daily Room & Bathroom Cleaning,
>WiFi, Microwave oven, Geyser, A/C,
>Short-Term Rentals, TV, Refrigerator,
.,
Website: https://www.hotels.com.bd/rental/apartment-furnished,
YouTube: https://www.youtube.com/watch?v=8kJKBg9LRkM&t=2s,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096846","JCX TOWER, 1136/A, Block-I, Level 5, Japan Street, Bashundhara R/A, ","Built in Year : 2022,Size 875 Sq. Meter,Floors: 10,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features","Airport ( 10 km ),Nearby Schools,Nearby Hospitals,Shopping Malls,Nearby Restaurants,Public Transport,Other Nearby Places",55000 Tk,Flat / Apartment,For Rent ,https://www.toleter.com/property/bd1489/
