address,amenities,available_from,balconies,bathroom,bedroom,construction_status,deposit,description,facilities_nearby,facing,floor_number,furnishing,garages,handover_date,land_area,location,monthly_rent,price_per_sqft_or_katha_or_dcml,property_for,property_name,property_size,property_type,property_url,title,total_floor,total_price,transaction_type
"KA-6 , G. P. KHA 34,3 6 , SOUTH BADDA, SHIMULTDLA ROAD, BADDA","Mosque/Prayer Room,Lift,Fire exit,Self Water Connection,Gas Connection,Generator,Telephone line,CCTV,Security Alarm System,Electronic Security",,2,3,4, under-construction ,,"
                        GENERAL:
1.	Ground floor is reserved for reception (common), car parking, and other utility service and as required.
2.	Super quality imported lift shall be provided.
3.	Wide main entry and driveway with decorative security gate,
4.	One management room on roof-top.
5.	Intercom system and fire extinguisher shall be provided


Engineering Facilities:
1.	Building will be planned & designed by professional architects and engineer,
2.	Structural design parameters will be based on ACI , ASTM and BNBC codes.
3.	Sub-soil investigation and soil composition will be analysed in laboratory.
4.	Building will be comprised of RCC pile, foundation (Stone), column, beam and slab with modern design concept and testing & checking by professional supervising engineers.
5.	All structural materials (60/72 grade Deformed/ TMT steel bar, Seven ring/ Akij / Mir/ Super Crete cement, 1st class bricks, Sylhet sand etc.) will be of highest available standard.
6.	Direct supervision at stage of construction will be conducted by experienced engineers to ensure highest quality workmanship.

SPECIAL FEATURES:
1.	Building will be comprised of total stone chips columns.
2.	Stone made RCC structural foundation up to grade beam/ ground floor level.
3.	Open and free enlighten environment at all sides.

FEATURES & A MENITIES:
Doors:
1.	Main door decorative Malaysian door with check viewer and handle lock,
2.	All internal doors will be Partex flash door of gorjon / teak with polish.
3.	All bathroom doors will be PVC door.
4.	All door frame Malaysian / gorjon / mehegoni / teak chambol.

WINDOWS!
All window grills are of 5 mm flat bar and all Thai are of 3 inch section silver colour Aluminium of Kai/ Chungwhua.

Floor!
All floor tiles will be ( 24’’ x 2 4’’) Fu·wang / Mir / SP / CBC.

ELECTRIFICATION: 
1.	All electric wiring, TV, telephone, dish line & fan hooks will be concealed.
2.	BRB/ Paradise electric wire & telephone cable will be used.
3.	Telephone & dish connection point in master bed room & drawing room


BATHROOM FIXTURE
1.	One bathroom with high commode and rest are outfitted with long pan + low-down & basin to be used of white colour fu·wang sanitary wares. 
2.	Tiles in bathroom walls are up to 5 ft height (12’’x 20’’) Fu·wang / CBC / Mir / SP.
3.	Others fittings will be of standard size and quality.
4.	Provision for hot & cool water line in master bath only.

 KITCHEN!
1.	Attractively designed concrete platform double burner gas outlet with tiles top.
2.	One stainless steel sink (Malaysia).
3.	Exhaust fan point for kitchen, 

PAINT!
1.	Interior walls are coated with plastic paint and ceilings are coated with distemper.
2.	Exterior walls are coated with Snowcem / Weather Coat.

OPTIONAL FEATURES:
1.	Allottee may bear the cost of additional fittings to alternate any major configuring design approved by the AREL.
                    ","Security,Wasa Connection,Hot water and heating,Electricity,Inter com,Wifi Connectivity,Cable TV,Bank,School,Bus Station,Shopping Mall",West Facing,9,Unfurnished,5+ Park,"31 March, 2025",7.5,"Badda, Dhaka",,0.00 tk (Negotiable),Sale,ANTlQUE TOWER,"1,252 sqft",Flat / Apartment,https://www.propertysalebd.com/listings/antlque-tower-2,"1,252 sqft Flat / Apartment for Sale at Badda",10,0.00 tk (Negotiable),new
"Mouza: Jhaugai, Upazilla: Gouripur, Zilla: Mymensingh",Mosque/Prayer Room,,,,, ready ,,"
                        Industrial Plot on Mymensingh-Kishoreganj Highway
Key Features: Industrial PDB Line & Adjacent Titash Gas Line & Site Office 

Mouza: Jhaugai, Upazilla: Gouripur, Zilla: Mymensingh

Total Land = 984.25 Decimals (1Plot)

Contact Numbers: +8801614813287, +8801716798960
                    ",Electricity,South Facing,,,,"December 01, 2022",,"Gouripur, Mymensingh",,Call For Price,Sale,Industrial Plot,985 dcml,Commercial Plot,https://www.propertysalebd.com/listings/industrial-plot,985 dcml Commercial Plot for Sale at Gouripur,,Call For Price,
"41/1,North Dhanmondi, Kalabagan, Dhaka","Lift,Fire exit,Self Water Connection,Generator,Telephone line,CCTV,Security Alarm System,Electronic Security,Servent Room",,3,3,3, under-construction ,,"
                        Type of Flat	Sft 	1200	C 	Floor 	1, 2, 3, 4, 7 9	Bath room	3	Bad Room	3	Bath room	3	Balcony	3
                    ","Security,Wasa Connection,Hot water and heating,Electricity,Cable TV,Hospital,Bank,ATM,Shopping Mall",South Facing,1,Unfurnished,1 Park,"31 December, 2025",15,"Dhanmondi, Dhaka",,Call For Price,Sale,LANCO SAFFRON GARDEN,15 katha,Flat / Apartment,https://www.propertysalebd.com/listings/lanco-saffron-garden,15 katha Flat / Apartment for Sale at Dhanmondi,9,Call For Price,new
"JCX TOWER,1136/A, Block-I, Level 5, Japan Street, Bashundhara R/A","Mosque/Prayer Room,Lift,Fire exit,Self Water Connection,Gas Connection,Generator,Telephone line,CCTV,Security Alarm System,Electronic Security",,,1,, ready ,,"
                        Our adaptable, interactive, air-conditioned co-working office spaces in Dhaka come with modern amenities for everything your company needs for success, including high speed broadband, and limitless refreshments. Our office space blends first-rate service with best amenities to offer office space solutions that are specific to your company's requirements.
.
Benefits
>Super-Fast Internet
>Continual Refreshment
>Standard Meeting room
>Comfortable Desk Service
>Separate USB & Electricity Ports
>Printing ,Scanning , Photocopying
>Lockable Storage Spaces & Cabinets
>24 Hours Security, Friendly Environment
.
Please See more: https://www.ecommerce.com.bd/commercial-space/serviced-office-spaces/  
.
Contact For Booking:
+88 01712553547
+88 01921096846
                    ","Security,Wasa Connection,Hot water and heating,Electricity,Inter com,Wifi Connectivity",South Facing,,Furnished,1 Park,"01 December, 2022",,"Bashundhara RA, Dhaka",,Call For Price,Sale,Fully Furnished Co-working Space Rent In Dhaka,"1,700 sqft",Office Space,https://www.propertysalebd.com/listings/fully-furnished-co-working-space-rent-in-dhaka-1,"1,700 sqft Office Space for Sale at Bashundhara RA",5,Call For Price,new
"House# Sho- 38, Middle Badda, Progotisharani Road, Dhaka.","Mosque/Prayer Room,Lift,Fire exit,Self Water Connection,Generator,Telephone line,CCTV,Security Alarm System,Electronic Security,Servent Room",,3,3,3, ready ,,"
                        Available Size: 900 & (1600 – 1825) sft.
B+G+9 Storied.
20.66 Katha Land Area
Current Status: Finishing Stage.

-	Easy Communicating from Gulshan, Mohakhali, Baridhara & Moghbazar.
-	Rooftop Swimming Pool & Garden.
-	Children Playground & Green Garden.
-	40% Plus Open Space.
-	Community Facilities & Prayer Room.
-	Jogging Track.
-	Secured Complex with Full Time CCTV.
                    ","Security,Wasa Connection,Hot water and heating,Electricity,Inter com,Wifi Connectivity,Cable TV,Guest Parking,Hospital,School,Bus Station",West Facing,4,Unfurnished,1 Park,"28 February, 2023",20.66,"Badda, Dhaka",,0.00 tk (Negotiable),Sale,Ranks Ekannabarti Mannan Villa,"1,600 sqft",Flat / Apartment,https://www.propertysalebd.com/listings/ranks-ekannabarti-mannan-villa,"1,600 sqft Flat / Apartment for Sale at Badda",10,0.00 tk (Negotiable),new
"Kuril Chowrasta, Dhaka- 1229","Lift,Fire exit,Self Water Connection,Generator,Telephone line,CCTV,Security Alarm System,Electronic Security,Servent Room",,,2,, ready ,,"
                        Project: Ranks Business Center.
Address: Ka- 218, 218/1, Progotisharani Main Road, Kuril, Dhaka.
Available Size: 2430, 2775 & 2825 sft.
Available On GF, 1st Floor & 6th Floor.
B2+B1+G+9 Storied.
12.5 Katha Land Area
Two Units Per Floor.
Current Status: Ready.
Features: 
-	Luxurious Full Fairfaced Ready Commercial Space.
-	Marble At Ground Floor Lobby.
-	Heat Proof Double Layered Tempered Glass.
-	Full Time Security Protection Including CCTV.

For any queries, please contact: 01886002809
                    ","Security,Wasa Connection,Electricity,Inter com,Cable TV,Bus Station",West Facing,1,Unfurnished,1 Park,"30 April, 2017",,"Bashundhara RA, Dhaka",,0.00 tk (Negotiable),Sale,Ranks Business Center.,"2,775 sqft",Office Space,https://www.propertysalebd.com/listings/ranks-business-center-1,"2,775 sqft Office Space for Sale at Bashundhara RA",9,"59,375,000.00 tk (Negotiable)",new
"নেভী এংকরেজ স্কুলের পূর্ব পাশে, মালেক মাতবর জামে মসজিদের দক্ষিণে, পূর্ব নামাপাড়া, খিলক্ষেত, ঢাকা।","Mosque/Prayer Room,Lift,Gas Connection,Generator,CCTV",,2,3,3, under-construction ,,"
                        খিলক্ষেত নামাপাড়া এ ১০ তলা ভবনের দোতলায় পশ্চিম মুখি ,  ১৩৭০ sft প্রায় রেডি ফ্ল্যাট বিক্রয় হবে। হস্তান্তর জুন, ২০২৩।

৩বেড, ৩ বাথ, প্রশস্ত কিচেন, ২ বারান্দা, ড্রইং, ডাইনিং, কেবিনেট/ওয়াল আলমারি প্রভিশন ও অন্যান্য আধুনিক সুবিধা সহ।

ভবনে ২টি লিফট, জেনারেটর, নিরাপত্তা ব্যবস্থা থাকবে

২মিনিট হাঁটা দূরত্বে লেক সিটি কনকর্ড শপিং কমপ্লেক্স, মসজিদ, কাচাবাজার ও অন্যান্য নাগরিক সুবিধা।

সরাসরি মালিকের নাম্বার , সন্ধ্যার দিকে ফোন দেয়া সুবিধাজনক
                    ","Security,Wasa Connection,Electricity,Inter com,Cable TV,Bank,ATM,School,Shopping Mall",West Facing,2,Unfurnished,5+ Park,"01 June, 2023",13,"Khilkhet, Dhaka",,0.00 tk (Negotiable),Sale,"খিলক্ষেত নামাপাড়া ১৩৭০ sft প্রায় রেডি ফ্ল্যাট - জুন,২৩ হস্তান্তর দোতলা","1,370 sqft",Flat / Apartment,https://www.propertysalebd.com/listings/sft-2,"1,370 sqft Flat / Apartment for Sale at Khilkhet",10,"6,800,000.00 tk (Negotiable)",new
savar Dhaka,Mosque/Prayer Room,,,,,  ,,"
                        জমি বিক্রয় করা হবে
সাভার, ঢাকা
জাহাংগির নগর সোসাইটির পিছনে মল্লিকের টেক ৯ শতাংশ জমি বিক্রয় করা হবে ৪.৫ শতাংশ করে ২ টি প্লট। ডিজিটাল রেকড করা আছে। ক্রয় করতে আগ্রহী যে কোন ব্যক্তি সরাসরি এই ০১৮৫৪৮৩৯৪০২ নাম্বারে জমির মালিকের সাথে যোগাযোগ করুন। পোষ্টে ভিডিও দেয়া আছে দেখে নিবেন।
#landbuyesell #propertysell #জমিবিক্রয় #জমিক্রয়বিক্রয় #জমি
                    ","Electricity,Bank,School",West Facing,,,,"September 15, 2022",,"Savar, Dhaka",,0.00 tk,Sale,land,9 sqft,Residential Land,https://www.propertysalebd.com/listings/land-1,9 sqft Residential Land for Sale at Savar,,0.00tk,
"Saharpar,saharpar,debidwar,cumilla",CCTV,,,1,, upcoming ,,"
                        I want urgent sell
                    ","Security,Electricity,Cable TV,Guest Parking,Hospital,Bank,ATM,School,Bus Station,Shopping Mall",South Facing,,Furnishing,5+ Park,"27 April, 2022",,"Debidwar, Cumilla",,Call For Price,Sale,Shawon enter prize,100 katha,Industrial Space,https://www.propertysalebd.com/listings/shawon-enter-prize,100 katha Industrial Space for Sale at Debidwar,,Call For Price,new
"JCX TOWER,1136/A, Block-I, Level 5, Japan Street, Bashundhara R/A","Mosque/Prayer Room,Lift,Fire exit,Self Water Connection,Gas Connection,Generator",,1,2 Bath,2,,Call For Price,"
                        Our serviced apartment is fully decorated with modern amenities. You can take it as a Short-term or Long-term basis for your vacation rental. All  the facilities are available like TV, geyser, refrigerator, WiFi, microwave, and air conditioning, laundry services etc.
.
Facilities Available
>Fully Furnished Apartment
>Security & Laundry Service
>Filter, Washing Machine, LP Gas
>Drawing, Dining Space Available
>Daily Room & Bathroom Cleaning
>WiFi, Microwave oven, Geyser, A/C
>Short-Term Rentals, TV, Refrigerator
.
Website: https://www.hotels.com.bd/rental/apartment-furnished
YouTube: https://www.youtube.com/watch?v=8kJKBg9LRkM&t=2s
.
Contact For Booking:
+88 01712553547
+88 01921096846
                    ","Security,Wasa Connection,Hot water and heating,Electricity,Inter com,Wifi Connectivity,Cable TV,Guest Parking",South Facing,4,Furnished,1,"March 01, 2023",,"Bashundhara RA, Dhaka",Call For Price,,Rent,Two Bedroom Serviced Apartment Rent In Bashundhara R/A,875 sqft,Apartment / Flat,https://www.propertysalebd.com/listings/two-bedroom-serviced-apartment-rent-in-bashundhara-ra-4,875 sqft Apartment / Flat for Rent at Bashundhara RA,8,,new
