address,amenities,basic_info,description,price_negotiable,price_per_month,property_url,purpose,title,type
" Area Name :    Natore Sadar  ,  District Name :   Natore  Area Name :    Natore Sadar  ,  District Name :   Natore  ,  Short Address :  আলম ভাঙ্গরী পট্টি রোড, ভবানীগনজ মোড় । মাদ্রাসা মোড় ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '6960'}","মেসে বেচেলর 1 সিটি খালি আছে।এ মাস থেকেই উঠতে পারবেন। সিট ভাড়া 1500 টাকা। খাবার, বুয়া টিভি/ ডিস লাইন আছে। অন্যান্য বিল আলাদা।লোকেশন আলম ভাঙ্গরী পট্টি রোড। ভবানীগনজ মোড় । মাদ্রাসা মোড় নাটোর  ",No,1500.00/- BDT ,https://www.thetolet.com/en/natore/natore-sadar/6960/bachelor-house-tolet-from-october,Tolet,Bachelor House Tolet From October ,Bachelor House
" Area Name :    Manikganj Sadar  ,  District Name :   Manikganj  Area Name :    Manikganj Sadar  ,  District Name :   Manikganj  ,  Short Address :  স্টেডিয়াম এর পশ্চিম পাশে। ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '6962'}","ম্যাস ‌‌মেম্বার আবশ্যক।১ রুম খালি আছে।, ঠিকানা:স্টেডিয়াম এর পশ্চিম পাশে।  ",Yes,Negotiable ,https://www.thetolet.com/en/manikganj/manikganj-sadar/6962/bachelor-house-tolet-from-october,Tolet,Bachelor House Tolet From October ,Bachelor House
" Area Name :    Jamalpur Sadar  ,  District Name :   Jamalpur  Area Name :    Jamalpur Sadar  ,  District Name :   Jamalpur  ,  Short Address :  সকাল বাজার মেইন রোডে ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '6963'}","সকাল বাজার মেইন রোডে, অফিসের জন্য দোতলা ভাড়া দেওয়া হবে।  ",Yes,Negotiable ,https://www.thetolet.com/en/jamalpur/jamalpur-sadar/6963/office-space-tolet-from-october,Tolet,Office Space Tolet From October ,Office Space
" Area Name :    Gopalganj Sadar  ,  District Name :   Gopalganj  Area Name :    Gopalganj Sadar  ,  District Name :   Gopalganj  ,  Short Address :  মিয়া পাড়া, বড় মসজিদ এর সামনে, রোড এর সাথেই ",,"{'Bedrooms': '3', 'Bathrooms': '2', 'PropertyID': '6964'}","To -let , বাসা ভাড়া দেওয়া হবে। , ৩ টা রুম,২ টা বাথরুম, ১ টা কিচেন, , ১ টা বড় বেলকুনি।, ১ টা ডাইনিং, , ভাড়া ৮ হাজার, আলোচনা করে একটু কম এ নেওয়া যেতে পারে।, মিয়া পাড়া, বড় মসজিদ এর সামনে, রোড এর সাথেই।  ",Yes,Negotiable ,https://www.thetolet.com/en/gopalganj/gopalganj-sadar/6964/family-house-tolet-from-october,Tolet,Family House Tolet From October ,Family House
" Area Name :    Gopalganj Sadar  ,  District Name :   Gopalganj  Area Name :    Gopalganj Sadar  ,  District Name :   Gopalganj  ,  Short Address :  নিলার মাঠ, ১০তলা বিল্ডিং এর পশ্চিমে। মেইন রোডের কাছে ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '6966'}","সিেঙ্গেল রুম ভাড়া হবে। (ফ্যামেলি/ছাত্রী) , ১ টা বড় রুম, ১ ডাইনিং, ১ ওয়াসরুম, , ১ কিচেন, , ১ বেলকোনি, ফুল টাইলস। । স্থানঃনিলার মাঠ, ১০তলা, বিল্ডিং এর পশ্চিমে। মেইন রোডের কাছে।, পানি; সাপ্লাই পানি রুম ভাড়া;৪০০০/ প্রতি সিট ১৩৩৩/  ",Yes,Negotiable ,https://www.thetolet.com/en/gopalganj/gopalganj-sadar/6966/bachelor-house-tolet-from-october,Tolet,Bachelor House Tolet From October ,Bachelor House
" Area Name :    Tongi  ,  District Name :   Gazipur  Area Name :    Tongi  ,  District Name :   Gazipur  ,  Short Address :  টঙ্গী, সুরতরঙ্গ রোড (আউচপাড়া) ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '6967'}","১ রুম (এটাস্ট বাথরুম সহ) ভাড়া হবে!!, চলতি মাস (সেপ্টেম্বর) থেকে মনোরম পরিবেশে সম্পূর্ণ টাইলসকৃত বাসা (৬ তলায়) ১ রুম ভাড়া দেয়া হবে।, ১। গ্যাসের সুবিধা ২৪ ঘন্টা পাবেন।, ২। ২৪/৭ দিন সবসময় পানি পাওয়া যায়।, ৩। সার্বক্ষণিক নিরাপত্তা সুবিধা। , ৪। রুমে পর্যাপ্ত আলো বাতাস পাওয়া যাবে। , ভাড়া -- ৪৫০০ রুম ভাড়া , গ্যাস বিল আলাদা। , লোকেশনঃ টঙ্গী, সুরতরঙ্গ রোড (আউচপাড়া)।, (N.B. : Pharma job holders'll get priority), ( ব্যাচেলর ছেলে)  ",No,4500.00/- BDT ,https://www.thetolet.com/en/gazipur/tongi/6967/bachelor-house-tolet-from-october,Tolet,Bachelor House Tolet From October ,Bachelor House
" Area Name :    Faridpur Sadar  ,  District Name :   Faridpur  Area Name :    Faridpur Sadar  ,  District Name :   Faridpur  ,  Short Address :  কমলাপুর ডি আই বি বটতলার মোড়ে ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '6969'}",কমলাপুর ডি আই বি বটতলার মোড়ে ১রুম+টয়লেট+কিচেন ভাড়া হবে।  ,Yes,Negotiable ,https://www.thetolet.com/en/faridpur/faridpur-sadar/6969/bachelor-house-tolet-from-october,Tolet,Bachelor House Tolet From October ,Bachelor House
" Area Name :    Faridpur Sadar  ,  District Name :   Faridpur  Area Name :    Faridpur Sadar  ,  District Name :   Faridpur  ,  Short Address :  টপাখোলা কি পাইলাম মোর, ফরিদপুর ",,"{'Bedrooms': '2', 'Bathrooms': '2', 'PropertyID': '6970'}","৫ তলা ভবনের ৩ তলা, ১ টি ফ্ল্যাট ভাড়া হবে (ফ্যামিলি), ২টি রুম, ২টি বাথরুম, , ১টি বারান্দা, ১টি রান্নাঘর।, ভাড়া : ৬২০০/-, টপাখোলা কি পাইলাম মোর, ফরিদপুর  ",No,6200.00/- BDT ,https://www.thetolet.com/en/faridpur/faridpur-sadar/6970/family-house-tolet-from-october,Tolet,Family House Tolet From October ,Family House
" Area Name :    Uttara  ,  District Name :   Dhaka  Area Name :    Uttara  ,  District Name :   Dhaka  ,  Short Address :  উত্তরা ১৪ নম্বর সেক্টরে ১৬ নম্বর রোড ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '6973'}","উত্তরা ১৪ নম্বর সেক্টরে ১৬ নম্বর রোডে একরুম ভাড়া দেওয়া হবে। শুধুমাত্র চাকুরীজিবী মহিলাদের জন্য। , ভাড়া- কারেন্ট, গ্যাস ইনক্লুডিং ৫০০০ টাকা। বিস্তারিত জানতে এই নম্বরে যোগাযোগ করুন।  ",No,5000.00/- BDT ,https://www.thetolet.com/en/dhaka/uttara/6973/bachelor-house-tolet-from-october,Tolet,Bachelor House Tolet From October ,Bachelor House
" Area Name :    Khilkhet  ,  District Name :   Dhaka  Area Name :    Khilkhet  ,  District Name :   Dhaka  ,  Short Address :  খিলখেত রেলগেট থেকে ১৫মিনিট হাটতে হবে (মেম্বার বাড়ি) ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '6974'}","#অক্টোবর থেকে , একরুম সাবলেট ভাড়া হবে। (৬৫০০/-) + (ইউটিলিটি) ব্যাচেলর স্টুডেন্ট+চাকরীজীবী , খিলখেত রেলগেট থেকে ১৫মিনিট হাটতে হবে (মেম্বার বাড়ি) , ২ রুম এর ফ্লাট, ২ টা বেল্কুনি, ২ টা ওয়াশ রুম, একটা কমন , ১৩০০০/- ভাড়া ১৩০০০/৬=২১৬৭/- (গ্যাস, পানি, কারেন্ট আলাদা (সাপ্লাই )) , ৩ জন করে ৬জন থাকা যাবে। আমরা ৩ জন আছি।  ",Yes,Negotiable ,https://www.thetolet.com/en/dhaka/khilkhet/6974/bachelor-house-tolet-from-october,Tolet,Bachelor House Tolet From October ,Bachelor House
" Area Name :    Khilkhet  ,  District Name :   Dhaka  Area Name :    Khilkhet  ,  District Name :   Dhaka  ,  Short Address :  Nikunja-02, Road:11 House : 11 ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '6976'}","To-Let for male , #1st October 1 seat available , Room with attached balcony., Rent# 3400 T.K with Utilities , Facilities:, ?6th floor, ⛅Clean & Calm environment , ?Proper meal System , ?Maid service, ? Fridge, ?Pure it water Filter, ?24 hours water, gas & WiFi services , Location: Nikunja-02, Road:11 House : 11  ",No,3400.00/- BDT ,https://www.thetolet.com/en/dhaka/khilkhet/6976/bachelor-house-tolet-from-october,Tolet,Bachelor House Tolet From October ,Bachelor House
" Area Name :    Rampura  ,  District Name :   Dhaka  Area Name :    Rampura  ,  District Name :   Dhaka  ,  Short Address :  Road-2, Plot-15 & 17, Block-G, Banasree ",,"{'Bedrooms': '3', 'Bathrooms': '3', 'PropertyID': '6977'}","To-Let: , Newly built decorative flat for Rent : Flat-B6 (6th Floor, West side) from November'2022, 3 Bedroom, 3 Bathroom (all high comod & geyser line), 3 Balcony, Drawing, Dining, Kitchen, Exhaust fan installed in all washrooms & kitchen, Intercom, Security Guard, Lift & Generator 24/7., Flat size: 1350 sft., Location: Road-2, Plot-15 & 17, Block-G, Banasree, Dhaka., Rent: 25,000/= & Service Charge: 3,500/=  ",No,25000.00/- BDT ,https://www.thetolet.com/en/dhaka/rampura/6977/family-house-tolet-from-october,Tolet,Family House Tolet From October ,Family House
" Area Name :    Aftab Nagar  ,  District Name :   Dhaka  Area Name :    Aftab Nagar  ,  District Name :   Dhaka  ,  Short Address :  আনসার ক্যাম্প বাজার, ব্লক -সি, আফতাবনগর ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '6979'}","সম্পুর্ন নতুন অত্যাধুনিক ফ্ল্যাট বাসায়, ২য় তলায় ডাইনিং স্পেস এ এক সিট ভাড়া হবে।(অক্টোবর মাস থেকে), শুধু সিট ভাড়া : ২১৫০ , ? আনসার ক্যাম্প বাজার, ব্লক -সি, আফতাবনগর , (ইস্ট ওয়েস্ট থেকে ১৫ মিনিটের দুরত্ব), ? বাসার বাকি সবাই ইস্ট ওয়েস্ট এর। তাই ইস্ট ওয়েস্ট ইউনিভার্সিটির স্টুডেন্ট রা ফার্স্ট প্রায়োরিটি।  ",No,2150.00/- BDT ,https://www.thetolet.com/en/dhaka/aftab-nagar/6979/bachelor-house-tolet-from-october,Tolet,Bachelor House Tolet From October ,Bachelor House
" Area Name :    Mirpur  ,  District Name :   Dhaka  Area Name :    Mirpur  ,  District Name :   Dhaka  ,  Short Address :  ৭৩০/ ৫, পশ্চিম, কাজী পাড়া , মিরপুর, বসুন্ধরা লেন ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '6980'}","আগামী অক্টোবর মাস হতে ফ্ল্যাট ভাড়া হবে। ( শুধু ফ্যামিলি / ছাত্রী / কর্মজীবী মহিলা), ৪ (চতুর্থ) তলায় ১ মাস্টার বেড, ১ বাথরুম ,১ বারান্দা, ১ ড্রইং / ডাইনিং, ১ কিচেনসহ সম্পূর্ণ মোজাইক করা ফ্ল্যাট ভাড়া হবে। -------(লিফট নাই ), ভাড়াঃ ৯,৫০০/- ( নয় হাজার পাঁচশত টাকা ), বিলঃ গ্যাস- প্রি-পেইড , বিদ্যুত - প্রি-পেইড, পানির বিল – ৬০০/-, দারওয়ান-৫০০/- ও ময়লা চার্জ – ১৩০/- আলাদা। ২৪ ঘণ্টা পানি সুবিধা, লিফট নাই ।, ঠিকানাঃ , ৭৩০/ ৫, পশ্চিম, কাজী পাড়া , মিরপুর, বসুন্ধরা লেন, ( RB Departmental Store / নাজমা ফার্মা ) এর পাশের রাস্তা, ঢাকা-১২১৬. পশ্চিম কাজী পাড়া বাস স্ট্যান্ড / মেট্রো রেল এর বেজ ষ্টেশন থেকে ৬ মিনিট এর রাস্তা, বিস্তারিত তথ্যের জন্য যোগাযোগ করুন- ( কমেন্ট না করে ফোন / ইনবক্স এ নক দিতে পারেন।)  ",Yes,Negotiable ,https://www.thetolet.com/en/dhaka/mirpur/6980/bachelor-house-tolet-from-october,Tolet,Bachelor House Tolet From October ,Bachelor House
" Area Name :    Farmgate  ,  District Name :   Dhaka  Area Name :    Farmgate  ,  District Name :   Dhaka  ,  Short Address :  পশ্চিম তেজতুরী বাজার, হালিম কমিউনিটি সেন্টারের পাশে ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '6981'}","অক্টোবর মাস থেকে একজন চাকরিজীবী রুম মেট আবশ্যক।, আনন্দ ছিনামা হল এর খুব নিকটে।, ঠিকানা‌- পশ্চিম তেজতুরী বাজার, হালিম কমিউনিটি সেন্টারের পাশে।  ",Yes,Negotiable ,https://www.thetolet.com/en/dhaka/farmgate/6981/bachelor-house-tolet-from-october,Tolet,Bachelor House Tolet From October ,Bachelor House
" Area Name :    Mohammadpur  ,  District Name :   Dhaka  Area Name :    Mohammadpur  ,  District Name :   Dhaka  ,  Short Address :  মোহাম্মাদিয়া হাউজিং লিমিটেড, রোডঃ ৪, মোহাম্মদপুর ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '6983'}","#Urgently আগামী অক্টোবর মাস থেকে , বেলকুনি সহ ১ টি রুম/১ সিট ভাড়া হবে, বাথ কমন।, স্থানঃ- মোহাম্মাদিয়া হাউজিং লিমিটেড, রোডঃ ৪, মোহাম্মদপুর। , >ফ্লাট বাসা, ফুল টাইলস , >ছাত্র / চাকুরিজীবী। (Male), >খাওয়ার ব্যবস্থা আছে, >ভাড়া 5500, > যথেষ্ট আলো-বাতাস & সব ধরনের সুযোগ-সুবিধা আছে(24 ঘন্টা পানি, বিদ্যুৎ & ওয়াইফাই এর ব্যবস্থা)  ",No,5500.00/- BDT ,https://www.thetolet.com/en/dhaka/mohammadpur/6983/bachelor-house-tolet-from-october,Tolet,Bachelor House Tolet From October ,Bachelor House
" Area Name :    Badda  ,  District Name :   Dhaka  Area Name :    Badda  ,  District Name :   Dhaka  ,  Short Address :  R-05,H-46,DIT Project ,badda ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '6984'}","TO-LET, Seat available for male, R-05,H-46,DIT Project ,badda, Seat rent 2500 Tk (drawing space from November). , All facilities are available  ",No,2500.00/- BDT ,https://www.thetolet.com/en/dhaka/badda/6984/bachelor-house-tolet-from-october,Tolet,Bachelor House Tolet From October ,Bachelor House
" Area Name :    Badda  ,  District Name :   Dhaka  Area Name :    Badda  ,  District Name :   Dhaka  ,  Short Address :  দক্ষিণ বাড্ড, কাঁচাবাজার ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '6986'}","আগামী October মাস হতে ব্যাচেলর ফ্ল্যাটে চাকুরীজীবিদের জন্য) একটি সিট ভাড়া দেয়া হবে (রুমের সদস্য হবে ২ জন), ভাড়া - 3000/- (all bill included) , দক্ষিণ বাড্ড, কাঁচাবাজার, ঢাকা।  ",No,3000.00/- BDT ,https://www.thetolet.com/en/dhaka/badda/6986/bachelor-house-tolet-from-october,Tolet,Bachelor House Tolet From October ,Bachelor House
" Area Name :    Badda  ,  District Name :   Dhaka  Area Name :    Badda  ,  District Name :   Dhaka  ,  Short Address :  ২/১ দক্ষিণ বাড্ডা ,ঢাকা-১২১২( হাতিরঝিল এর সাথে) ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '6987'}","সাবলেট ভাড়া হবে।।, ১লা সেপ্টেম্বর থেকে , ভাড়াঃ, ভাড়া মাত্র ৭৫০০/- টাকা। (ফিক্সিড), ১ রুম। ডাইনিং, কিচেন, ওয়াশরুম তো থাকচ্ছেই বাসা একদম নিরিবিলি। , (পুরুষ চাকরিজীবী), অন্যান্য খরচ গ্যাস/বিদুৎ/ওয়াসার পানি/ময়লা বিল= ৮০০ (+-) আসবে।, লিফট নাই ৫ম তালা বাসা নিরিবিলি , যে সুবিধাগুলো থাকছে........ , # গ্যাস, # পানি, # বিদ্যুৎ, # হাই সিকিউরিটি , P: 2/1 South Merul,Badda,Dhaka -1212., প: ২/১ দক্ষিণ বাড্ডা ,ঢাকা-১২১২( হাতিরঝিল এর সাথে খোলামেলা বাসা) — at বাড্ডা আলাতুন্নেছা উচ্চ মাধ্যমিক বিদ্যালয়  ",No,7500.00/- BDT ,https://www.thetolet.com/en/dhaka/badda/6987/sublet-room-tolet-from-october,Tolet,Sublet Room Tolet From October ,Sublet Room
" Area Name :    Mohakhali  ,  District Name :   Dhaka  Area Name :    Mohakhali  ,  District Name :   Dhaka  ,  Short Address :  জি পি জ -৪৯, ব্রাক ইউনিভার্সিটির পাশে, ওয়ারলেস গেট ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '6988'}","টু লেট(মেয়েদের), ১লা নভেম্বর থেকে একজনের ১রুম ভাড়া হবে। মেয়ে লাগবে ...., বাসায় ফ্রিজ, গ্যাস, পানি 24 ঘন্টা, বিদ্যুৎ,ওয়াই-ফাই, বুয়া সুবিধা রয়েছে. , ভাড়া :সব ৭০০০, লোকেশন - জি পি জ -৪৯, ব্রাক ইউনিভার্সিটির পাশে, ওয়ারলেস গেট, মহাখালী  ",No,7000.00/- BDT ,https://www.thetolet.com/en/dhaka/mohakhali/6988/bachelor-house-tolet-from-october,Tolet,Bachelor House Tolet From October ,Bachelor House
" Area Name :    Mirpur  ,  District Name :   Dhaka  Area Name :    Mirpur  ,  District Name :   Dhaka  ,  Short Address :  রোড-১১, লেন-১৩, বাড়ি-১৪, ব্লক-সি, ",,"{'Bedrooms': '2', 'Bathrooms': '2', 'PropertyID': '6990'}","১ অক্টোবর থেকে ফ্ল্যাট ভাড়া হবে।, ঠিকানা: রোড-১১, লেন-১৩, বাড়ি-১৪, ব্লক-সি, মিরপুর-১১। (তারা মেডিকেলের গলি, পানির পাম্পের পূর্বদিকে), ৩ তলার সামনের সাইড।, ২ বেড, ২ বাথ, ড্রইং, ডাইনিং, কিচেন, ১ বারান্দা। (মোট ৭০০sft), ভাড়া: ১০,৫০০ টাকা।, বিল: বিদ্যুৎ প্রিপেইড মিটার, গ্যাস ১০৮০ টাকা, পানি ৭০০ টাকা।, *শুধু ফ্যামিলি ভাড়া দেওয়া হবে*  ",No,10500.00/- BDT ,https://www.thetolet.com/en/dhaka/mirpur/6990/family-house-tolet-from-october,Tolet,Family House Tolet From October ,Family House
" Area Name :    Vatara  ,  District Name :   Dhaka  Area Name :    Vatara  ,  District Name :   Dhaka  ,  Short Address :  ড্ডা,, শাহজাদপুর খিলবাড়িরটেক মেইন রোড,,ভাটারা ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '6991'}","#সাবলেট_দেয়া_হবে। পহেলা নভেম্বর মাস থেকে এক রুম সাবলেট ভাড়া দেয়া হবে। , দুই রুমের ফ্ল্যাট + ডাইনিং স্পেস।, দুই বাথরুম,এক বারান্দা। , এক রুম ভাড়া দেয়া হবে । ছোট ফ্যামিলি /চাকুরীজীবী মেয়ে/ছাত্রী , ৭ তলা বিল্ডিংয়ের ৬ তলায় ফ্ল্যাট। , #সুবিধাসমূহ সার্বক্ষণিক বিদ্যুৎ,,গ্যাস ও পানি থাকে। ডাইনিং স্পেস এবং রান্নাঘর ব্যবহার করতে পারবেন,,সাথে ওয়াইফাই বিল আলাদা।, লিফট নেই,,,ময়লার সার্ভিস চার্জ দিতে হবে না।, শাহজাদপুর,,,খিলবাড়িরটেক,, ব‌উ বাজার মেইন রোডের সাথে ফ্ল্যাট হওয়ায়, সার্বক্ষণিক যাতায়াতের সুবিধা।, খুবই সুন্দর, পরিস্কার-পরিচ্ছন্ন মনের মত একটা বাসা। , সম্পূর্ণ বাসায় টাইলস করা।, সব মিলে ভাড়া ৬,২০০ হাজার দুইশত টাকা।, #বাড্ডা,, শাহজাদপুর খিলবাড়িরটেক মেইন রোড,,ভাটারা।  ",No,6200.00/- BDT ,https://www.thetolet.com/en/dhaka/vatara/6991/sublet-room-tolet-from-october,Tolet,Sublet Room Tolet From October ,Sublet Room
" Area Name :    Mirpur  ,  District Name :   Dhaka  Area Name :    Mirpur  ,  District Name :   Dhaka  ,  Short Address :  995 East Shewrapara Mirpur Dhaka ",,"{'Bedrooms': '2', 'Bathrooms': '1', 'PropertyID': '6993'}","ফ্ল্যাট ভাড়া : (Only Family), ১লা নভেম্বর ২০২২ থেকে ফ্যামেলী বাসা ভাড়া হবে।, ১ম তলা ৩ রুমের বাসা, ২ বেডরুম, ১ ড্রয়িং কাম ডাইনিং, 1 বারান্দা, , ১ বাথরুম (হাই কমোড),1 রান্নাঘর(তিতাস গ্যাস)। সার্বক্ষণিক পানি থাকে। , সম্পূর্ণ বাসা ১৬ x ১৬ টাইলস করা। নতুন ফ্ল্যাট (Recently Renovated)।, ভাড়া-১০৫০০ টাকা +, পানির বিল ৭০০ টাকা +গ্যাস ৯৭৫ টাকা, বিদ্যুৎ বিল মিটার অনুযায়ী, 24/7 Cc Camera Survilance., ঠিকানা : 995 East Shewrapara Mirpur Dhaka , মেইন রোড থেকে ৩ মিনিটের রাস্তা।  ",No,10500.00/- BDT ,https://www.thetolet.com/en/dhaka/mirpur/6993/family-house-tolet-from-october,Tolet,Family House Tolet From October ,Family House
"  Area Name :    Mirpur  ,  District Name :   Dhaka   Area Name :    Mirpur  ,  District Name :   Dhaka  ,  Short Address :  মিরপুর কাজিপাড়া এবং বারেক মোল্লা মোড়ের মাঝা- মাঝি খেজুর তলা,,বউ বাজার ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '6994'}","সেপ্টেম্বর / অক্টোবর মাস থেকে সাব লেট ভাড়া দেওয়া হবে । , এটাস্ট বাথরুম , বেলকনি সহ এক রুম ভাড়া দেওয়া হবে । , ?রুম ভাড়া ৬৫০০ / - (বিদ্যুৎ, পানি,গ্যাস বিল ভাড়ার সাথেই), ?মেয়ে বা স্বামী - স্ত্রী ( ব্যাচেলর মেয়েদের জন্য খাবারের ব্যাবস্থা করা যাবে), ♦️ মিরপুর কাজিপাড়া এবং বারেক মোল্লা মোড়ের মাঝা- মাঝি খেজুর তলা,,বউ বাজার।  ",No,6500.00/- BDT ,https://www.thetolet.com/en/dhaka/mirpur/6994/sublet-room-tolet-from-september,Tolet,Sublet Room Tolet From September ,Sublet Room
" Area Name :    Mirpur  ,  District Name :   Dhaka  Area Name :    Mirpur  ,  District Name :   Dhaka  ,  Short Address :  পশ্চিম কাজীপাড়া, মিরপুর, ঢাকা-১২১৬ ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '6995'}","১লা অক্টোবর থেকে সম্পূর্ণ টাইলসকৃত এপার্টমেন্ট ফ্ল্যাটে এটাস্ট বাথরুম এবং বারান্দা সহ একটি মাস্টারবেড রুম ভাড়া হবে। শুধু মাত্র ছাত্র/চাকুরীজীবি দের ভাড়া দেওয়া হবে। বাসায় লিফট সুবিধা আছে। সিসি ক্যামেরা আওতাধীন। মেইন রোড থেকে বাসার দূরত্ব ১ মিনিটের হাঁটার দূরত্ব। আগ্রহীরা বিস্তারিত জানতে কল করতে পারেন।, ভাড়াঃ ৬,৫০০/=, ভাড়ার সাথে শুধুমাত্র বিদ্যুৎ বিল দিতে হবে।, অবস্থানঃ পশ্চিম কাজীপাড়া, মিরপুর, ঢাকা-১২১৬  ",No,6500.00/- BDT ,https://www.thetolet.com/en/dhaka/mirpur/6995/bachelor-house-tolet-from-october,Tolet,Bachelor House Tolet From October ,Bachelor House
" Area Name :    Mohammadpur  ,  District Name :   Dhaka  Area Name :    Mohammadpur  ,  District Name :   Dhaka  ,  Short Address :  মোহাম্মদপুর, চাঁন মিঞা হাউজিং ",,"{'Bedrooms': '2', 'Bathrooms': '2', 'PropertyID': '6997'}","বাড়ী ভাড়া - ছোট ফ্যামিলির জন্য।, মোহাম্মদপুর, চাঁন মিঞা হাউজিং-এ ৫ তলায় মনোরম পরিবেশে ২ বেড, ড্রয়িং/ডাইনিং রুম, কিচেন, বারান্দা, দুই বাথ সম্পূর্ণ টাইলস করা ফ্ল্যাট মাসিক ১৩৫০০/-টাকায় (Negotiable) ভাড়া হবে। বিলসমূহ আলাদা। কোন সার্ভিস চার্জ নেই।  ",No,13500.00/- BDT ,https://www.thetolet.com/en/dhaka/mohammadpur/6997/family-house-tolet-from-october,Tolet,Family House Tolet From October ,Family House
" Area Name :    Kafrul  ,  District Name :   Dhaka  Area Name :    Kafrul  ,  District Name :   Dhaka  ,  Short Address :  পূর্ব শেওড়াপাড়া ও কচুক্ষেত মাঝামাঝি উওর কাফরুল এলাকায়। ",,"{'Bedrooms': '2', 'Bathrooms': '1', 'PropertyID': '6998'}","*** ফ্ল্যাট ভাড়া দেয়া হবে***, ২ টিবড় বেডরুম, ১ বাথরুম, ১ রান্নাঘর, *কোন drawing & dinning space নাই ।, লোকেশনঃ পূর্ব শেওড়াপাড়া ও কচুক্ষেত মাঝামাঝি উওর কাফরুল এলাকায়।, সুবিধাঃ, *সিসি ক্যামেরা দ্বারা নিয়ন্ত্রিত, *১০০%সিকিউরড, *সুন্দর খোলামেলা পরিবেশ, * ২৪ ঘন্টা গ্যাস ও পানি থাকে, *বাইক পার্কিং সুবিধা আছে, *রান্নাঘর আর বাত্থরুম টাইলসকৃত, *ধূলাবালি ও কোলাহলমুক্ত নিরিবিলি পরিবেশ , ইউটিলিটি বিল সব আলাদা( গ্যাস,পানি ও বিদ্যুৎ প্রিপেইড মিটার), ? ***ছোট পরিবারের জন্য উপযুক্ত বাসা***, ? অফিস বা গোডাউন হিসেবে ব্যাবহার করতে পারবেন।, ? ব্যাচেলর ভাড়া দেওয়া হবে।, ???ভাড়া-১০,০০০/-  ",No,10000.00/- BDT ,https://www.thetolet.com/en/dhaka/kafrul/6998/family-house-tolet-from-october,Tolet,Family House Tolet From October ,Family House
" Area Name :    Mohammadpur  ,  District Name :   Dhaka  Area Name :    Mohammadpur  ,  District Name :   Dhaka  ,  Short Address :  Hosue -22 Road 8, Block- , Bosila City Developers ",,"{'Bedrooms': '3', 'Bathrooms': '3', 'PropertyID': '7000'}","চলমান সেপ্টেম্বর বা আগামী অক্টোবর মাস থেকে বসিলা সিটি ডেভেলপারস এ মনোরম পরিবেশে পঞ্চম তলায় ( লিফট এর চার তলায়) বাসা ভাড়া হবে।, - 1450 স্কয়ার ফিট।, -03 বেড, 03 বাথ, 03 বারান্দা , -ড্রয়িং এবং ডাইনিং , - সুন্দর একটা কিচেন, সিলিন্ডার গ‍্যাসের বোতল গ্রাউন্ড ফ্লোরে থাকবে।, -একদম নতুন ফ্ল‍্যাট, , - লিফট , -পার্কিং , - দারোয়ান , ভাড়া -১৫০০০, সার্ভিস চার্জ -২০০০( কমন বিদ্যুৎ বিল, পানির বিল, লিফট, দারোয়ান চার্জ) , ., Bachelor ভাড়া হবেনা।, ., Address:, Hosue -22 road 8, Block- , Bosila City Developers, Mohammadpur, Dhaka  ",No,15000.00/- BDT ,https://www.thetolet.com/en/dhaka/mohammadpur/7000/family-house-tolet-from-october,Tolet,Family House Tolet From October ,Family House
