Location,num_bath_rooms,num_bed_rooms,area,property_description,building_type,property_type,price,AD URL,City,Area,Address,Cable TV-amenity,Microwave-amenity,Grill-amenity,Pool-amenity,Dishwasher-amenity,null-amenity,Air conditioning-amenity,Computer-amenity,Parking-amenity,Internet-amenity,Heating-amenity,Balcony-amenity,Lift-amenity
 Dhaka ,0.0,0.0,29520.0,"Please Contact the number below for further information.Zenith Builders01714118210 1⃣ প্লটের বর্ণনা :2⃣ ব্লক : এন 3⃣ রোড : ২৬4⃣ প্লটের সিরিয়াল : ৪০০০।5⃣ প্লটের সম্মুখ : দক্ষিন + উত্তর।6⃣ প্লটের আয়তন : ৪১ কাঠা।7⃣ সামনের রোড : ২৫ ফিট।8⃣ সংযোজক রোড : ৫০ এবং ২০০ ফিট।9⃣ প্রকল্পের নাম : বসুন্ধরা আবাসিক এলাকা।???? বর্তমান অবস্থা : বাড়ী করার জন্য ১০০% প্রস্তুত আছে।????️ কাগজপত্রের অবস্থা : সীমানা নির্ধারণ, রেজিস্ট্রিকরণ, নামজারি এবং যাবতীয় সকল কাগজপত্র হস্তান্তরের জন্য ১০০% প্রস্তুত আছে। ???? মূল্য : ৬৫ লক্ষ টাকা প্রতি কাঠা (আলোচনা সাপেক্ষ)।>>>( সকল খরচ সহ)<<< ???? সুযোগ-সুবিধা :???? সর্বোচ্চ নিরাপত্তা ব্যবস্থা , উন্নত বসবাসের সর্বোত্তম স্থান।???? বিদ্যুৎ ✔️ গ্যাস সংযোগ (অমীমাংসিত) ✔️ ওয়াসা (চলমান) ✔️ সুয়ারেজ-নর্দমা (চলমান) #⃣ আমাদের প্রতিশ্রুতি :???? গ্রাহককে নির্ভেজাল জমি দিয়ে সন্তুষ্ট করাই আমাদের প্রধান লক্ষ্য।???? আমরা কোন প্রকারের খাস জমি / সরকারি জমি / ভওয়াল জমি / ডিসপিউট দেয়া জমি বিক্রি করি না। ???????? আপনার বসুন্ধরার জমিটি বিক্রি করবেন ভাবছেন ?? আমাদের সাথে যোগাযোগ করুন। আামরা আপনার জমিটি ক্রয় করে নিবো অথবা অল্প সময়ে ভালো মূল্যে বিক্রি করে দিবো। ???????? ☎️ যেকোন প্রয়োজনে যোগাযোগ করুন :-???? Nahid Niazi (ধন্যবাদান্তে)✅ ◼ অফিসের ঠিকানা :- জেনিথ বিল্ডার্স, এডেপ্ট এস.টি. কম্প্লেক্স, ক-৭/২, (লেভেল-৪), বসুন্ধরা প্রবেশ রোড, ঢাকা-১২২৯।",Sale,Residential,266500000.0,https://www.estatemartbd.com/property/80/en,Dhaka,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No
 Dhaka ,3.0,3.0,1697.0,Please Contact the number below for further information.Onward Developers Limited01963925370019639253710196392537401963925375 PROJECT DETAILSNAME: ONWARD TIVOLIFACING: NORTH (FRONT SIDE 20 FEET ROAD)HEIGHT: B+G+9UNIT: 4 UNITS PER FLOORPARKING: 35 CARSPLOT AREA: 12 KATHAHAND OVER: DECEMBER-2023 APARTMENT INSIDE ARRANGEMENT:SEPARATE DININGFAMILY LIVINGKITCHENA/C PROVISIONFRIDGE PROVISIONWASHING MACHINE PROVISIONPROVISION FOR GEYSER IN BATHROOMSGENERATOR CONNECTION AVAILABLECAR PARKING UNIT FOR EACH UNIT OTHER FEATURES:1. DOUBLE PASSENGER’S LIFTS.2. PROVISIONS FOR CABLE TV.3. 36 UNITS EMERGENCY GENERATOR BACKUP.4. SPACIOUS LOBBY AND DRIVEWAY.5. DRIVERS WAITING SPACE WITH OTHER FACILITY.6. FEW STEPS AWAY FROM BANGLADESH FIELD7. GAS: IN SUBJECT TO GET PERMISSION8. WELL DECORATE WAITING LOUNGE9. AUTO STARTED GENERATOR10. ROOFTOP COMMUNITY ROOM11. GARDEN12. INTERCOM13. WELL VENTILATED FOR SUFFICIENT AIR FLOW14. BANK LOAN FACILITIES15. CALM & QUITE AREA16. LESS TRAFFIC JAM17. HIGH SECURITY18. CONSTRUCTION FOLLOW BNBC RULES19. ALL FACILITIES AVAILABLE IN MODERN LIVING20. EARTHQUAKE RESISTANT STRUCTURE. REHAB MEMBERSHIP NO- 675,Sale,Residential,11879000.0,https://www.estatemartbd.com/property/81/en,Dhaka,,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
 Dhaka ,3.0,4.0,1875.0,"Please Contact the number below for further information. INDEX PROPERTIES LTD01922115107 মনোরম পরিবেশ, উপযুক্ত যাতায়াত ব্যবস্থা এবং সম্পত্তির ন্যায্য মূল্য মিরপুরের বিজয় র্যামকিন সিটিকে বসতি স্থাপনের এক দুর্দান্ত জায়গা করে তুলেছে। এই ফ্ল্যাটটি আলো বাতাসে পরিপূর্ন এবং চারিদিকে খোলামেলা। এই দুর্দান্ত লোকালয়ে বসতি স্থাপনের জন্য এই চমৎকার ফ্ল্যাটটি আজই কিনুন।",Sale,Residential,13106250.0,https://www.estatemartbd.com/property/84/en/1875sqft,Dhaka,,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
 Dhaka ,4.0,4.0,2455.0,"Please Contact the number below for further information. INDEX PROPERTIES LTD01922115103 ARE YOU LOOKING FOR APARTMENT AT BANANI? PROJECT NAME: INDEX J S GARDEN Location: Plot#20,Road#02,Block#L, Banani (NAM Village Road) Land Area: 5.5 Katha, Storied-G+8 Storied Building Facing: East Available Floor: Flat Size: 2450 sft Parking: Available Gas: In Subject to get Permission. Handover: December’2023! Arrangement: 4 bed + 4 bath +2 Living , Dining, Kitchen & 3 verandahs. SPECIAL PROJECT AMENITIES **Well Decorate Waiting Lounge **Marvelous Reception with First Class Interior and Design **Fire extinguisher & CCTV System ** Lift **Auto Started Generator ** Car Parking ** Rooftop community room ** Garden **Intercom & CCTV. ** provision for Cable TV and Telephone Connection. ** Well ventilated for sufficient air flow. ** Bank Loan Facilities. ** 40% Open Area. Why You Purchase Apartments At Banan-2? * Good Communicate System to Move all Location * High Security * Less Traffic Jam * Calm & Quite Area * Community Center * NAM Flat Road *South-Point School *Nearby Mohakhali *Nearby Gulshan ** Convention Centre. * Good Education & Institutions * Construction Follow BNBC Rules * Good Known Hospital Available in Walking Distance * All Facilities Available in Modern Living * Nearest Airport",Sale,Residential,24525450.0,https://www.estatemartbd.com/property/82/en/455sqft_exclusive_ongoing_flat_sale_in_banani,Dhaka,,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
 Dhaka ,3.0,3.0,1150.0,Please Contact the number below for further information.Taspia Properties Ltd.018411525110184115250001841152510,Sale,Residential,6037500.0,https://www.estatemartbd.com/property/83/en/ready_1150_sft_flat_for_sale_in_middle_badda_dhaka,Dhaka,,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
 Dhaka ,2.0,2.0,560.0,"Please Contact the number below for further information.GREENWOOD Developments LTD.01755585713 Project Name: GREENWOOD Nillu's DreamAddress: Plot No: 17, Road No: 12, Mirpur-12, KalshiApartment size: 560 SqftLand size: 1.75 KathaFloor Storied: G+5 ( 6 Storied Building )Available Floor: 5th floorFacing: South Thanks and regardsRizvi Mohammed Taha( Jr. Sales executive)GREENWOOD Development Ltd.",Sale,Residential,2300000.0,https://www.estatemartbd.com/property/85/en/ready_flat_for_sale_in_mirpur_12_kalshi_dhaka_1216,Dhaka,,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
 Dhaka ,3.0,3.0,1000.0,"Property Bazar.01911625675 Hot offer!Ready Flat will be sale at Mohammadpur.3 Bed Drawing cum Dinning, 3 Bath, Barandha, Kitchen etc.Nearby mohammadia housing society Road 6,Shwopno super shop West side.Available : 3rd floor of 06 storied building.Lift , Titas gas, generator, substation facilities.No parking.",Sale,Residential,3900000.0,https://www.estatemartbd.com/property/90/en/3_bed_ready_flatin_mohammadpur,Dhaka,,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes
 Dhaka ,0.0,0.0,2160.0,"Please Contact the number below for further information.Uttara Probortan City01707444435 ♦️ পরিবর্তন গ্রুপের একটি প্রকল্প। ""উত্তরা প্রবর্তন সিটি”।♦️ উত্তরা ১০ নং সেক্টর থেকে ১ কি.মি. উত্তর পাশে অবস্থিত।♦️ এককালীন মূল্য পরিশোধে “সাথে সাথে প্লট রেজিস্ট্রি দিয়ে হস্তান্তর” করা হয়।♦️ ১ থেকে ৫ বছর মেয়াদী কিস্তির সুব্যবস্থা আছে।♦️ প্রায় ১,০০০ বিঘার একটি আবাসিক প্রকল্প যা ৪টি ব্লকে বিভক্ত (রিভার ভিউ, সাউদার্ন, সিটি হার্ট এবং প্রিমিয়াম ব্লক)♦️ ইতিমধ্যেই সাউদার্ন-ব্লক থেকে ৫০০+ রেডি প্লট হস্তান্তর করা হয়েছে এবং প্রজেক্টে বাড়ীর কাজ চলছে ।♦️ রাস্তা, পানি, বিদ্যুৎ এবং স্যুয়ারেজ এর সুব্যবস্থা আছে।♦️এখনই বাড়ী করার মতো উঁচু জমি। নিষ্কণ্টক জমির ১০০% নিশ্চয়তা।♦️ প্লটের সাইজ : ৩ কাঠাসহ বিভিন্ন সাইজ । ????‍⚕️????‍⚕️ স্বাস্থ্যবিধি মেনে “প্রতি সপ্তাহের রবিবার থেকে শুক্রবার” পর্যন্ত কোম্পানীর নিজস্ব পরিবহনের মাধ্যমে প্রজেক্ট ভিজিটের সুব্যবস্থা আছে। ♦️♦️বিস্তারিত জানতে এবং প্রজেক্ট ভিজিট করতে যোগাযোগ করুনঃ কে,এ,এম রায়হানুল ফেরদৌসসিনিয়র অ্যাসিস্ট্যান্ট ম্যানেজার, উত্তরা প্রবর্তন সিটি।",Sale,Residential,4200000.0,https://www.estatemartbd.com/property/88/en,Dhaka,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No
 Dhaka ,2.0,3.0,1050.0,"Please Contact the number below for further information:Alliance Builders ltd.01994045704 Projec Name: Alliance Mir South EdgeProject Address: House# 827/4, Krishibid Bazar Road, Near Baisbari Bazar, West Kazipara, Mirpur, Dhaka.Flat Price: Tk. 4200/= per sft.Facility: Lift, Generator, Community Room, 15ft wide road.Flat size: 1050sft ( 3 bed, drawing, dining, 3 bath, kitchen, 2 veranda). Available on 1st floor of 9 storied building.Official Address: Alliance Builders Ltd., House# 640, West Kazipara, Mirpur, Dhaka. Opposite of Shopno Life.",Sale,Residential,4410000.0,https://www.estatemartbd.com/property/92/en/1050_sft_south_facing_flat_for_sale,Dhaka,,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
 Dhaka ,3.0,4.0,1750.0,"Please Contact the number below for further information: Alliance Builders ltd.01994045704 Project Name: Alliance Tagar Villa at KallayanpurProject Address: House# 30, Lane-1, Block-A, Road-11, Kallayanpur, Dhaka. This project is located close to Kallahyanpur Bus Stand.Facility: Having Lift facility, 5ft wide road, 4 bed, drawing, dining, 3 bath, 2varanda.Flat Price: Tk. 4200/= per sft.Utility charge: Tk. 400,000/=Flat size: 1750sftCar Parking: 3,50,000/-Official Address: Alliance Builders Ltd., House# 640, West Kazipara, Mirpur, Dhaka. Opposite of Shopno Life.",Sale,Residential,7350000.0,https://www.estatemartbd.com/property/93/en/1750_sft_flat_for_sale_in_kallyanpur_mirpur_dhaka,Dhaka,,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
 Dhaka ,0.0,0.0,2016.0,Please Contact the number below for further information:Hazi Mohammad Jakir Hossain01817001388 This is now used as a small SME Factory.,Sale,Residential,12500000.0,https://www.estatemartbd.com/property/107/en/house_for_sale_in_kamrangirchar,Dhaka,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No
 Dhaka ,3.0,3.0,1350.0,"Please Contact the number below for further information: Property Hive Limited.01733999922 If you are looking for an Exclusive Modern House with livable environment and a well-secured place, then this Apartment is Available for Sale in Prime Location in Jatrabari. This flat can be that perfect home for your family which you have been looking for. 1350 sqft 3 Bed & 3 Bath Residential Apartment Developed by Prominent Developer of Bangladesh located on 3rd Floor, 4th Floor, 5th Floor of a 07 Storied Building @ Dholpur, Jatrabari, Dhaka. Followings are the basic specification of the apartment:Ground Floor:1 (One) Car Parking Space2 Unit/FloorIndoor Facilities:Apartment Facing North /SouthBedroom: 3Bath: 3 (02 Attached & 01 CommonDrawing: 1Dining: 1Kitchen: 1Balcony: 2Thanking you and assuring you of our best services and cooperation at all times.Please call on to fix up a visit schedule or any further clarification.",Sale,Residential,5400000.0,https://www.estatemartbd.com/property/95/en/1350_sft_3_bed_aptartment_for_sale_at_dholpur_jatrabari,Dhaka,,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
 Dhaka ,4.0,4.0,2198.0,"Please Contact the number below for further information: Blessing Homes Limited0171547225501678000401 Project at a Glance: Project Name: Blessing Sheuli Project : Plot No: 466, Road No: 05 Block: D, Bashundhara R/A, Dhaka-1229. Plot Size: 5 Katha. Facing: South. Number of Storied: G+8 Storied Type of Building: Fully Residential. Total Apartment: 08 Nos. Total Car Parking: 10 Nos. Apartment Size : Type A- 2198 SFT. (Single Unit) Available Floor: 1st To 4th Floor. Project Status: On Going. Facilities: * 3/4 Bed.* 1 Study Room.* 3 Bathroom.* 3 Veranda.* Living.* Family Living.* Dining.* Kitchen.* Servant Room.* Servant Toilet.* High Speed Lift.* Green Environment.* Best Architecture.* Standby Generator.* PABX Connection.* Solar Panel.* Receiption.* Guard Room.* Driver Waiting Room.* Central Water Purification System.* Plantation.* Community Space.* Cloth Drying Area at Roof Top.* Decorative Main Gate.* Loan Facilities.* Installment Facility.* As well as all common facilities. Handover: August 2021 *Call for Visit project & more information..............",Sale,Residential,16482802.0,https://www.estatemartbd.com/property/111/en/luxury_single_unit_2198_sft_apartment_at_d_block_bashundhara,Dhaka,,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
 Dhaka ,0.0,0.0,1260.0,Please Contact the number below for further information: Ramzan Khondoker0185077381801846292452 একটি রেডি পাচ তলা বাড়ি বিক্রি করা হবে। বতমানে ৭২০০০ টাকা ভাড়া আসে এবং দুই ইউনিট নিয়ে আমরা থাকি। একটি তলায় দুইটা করে ইউনিট। আলাদা মিটার সব ইউনিটে।,Sale,Residential,16000000.0,https://www.estatemartbd.com/property/108/en,Dhaka,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No
 Dhaka ,0.0,0.0,2160.0,"Please Contact the number below for further information:Agamir Property01796644846 আসসালামু আলাইকুম!!আগামীর প্রপার্টিতে আপনাকে স্বাগতম ???? প্লট এর বর্ণনা :- এরিয়াঃ বসুন্ধরা আবাসিক এলাকা, ঢাকা ✅ব্লক : এন ✅ প্লটের সিরিয়াল : ৩৬৫০ ✅প্লটের সম্মুখ দিক : উত্তর ✅প্লটের পরিমাণ : ৩ কাঠা ✅সম্মুখ রাস্তা : ২৫ ফিট ✅সংযোগ সড়ক : ২৫ , ৪০, ৫০, ২০০ ফিট > সরাসরি ৩০০ ফিট, ✅প্লটের বর্তমান অবস্থা : বাউন্ডারি করা রেডি প্লট। ✅প্লটের আশেপাশের অবস্থা : বিল্ডিং আছে এবং তৈরি হচ্ছে, ???? মূল্য = ১ কোটি ৮০ লক্ষ টাকা (সর্বমোট) ????‍♂️উল্লেখিত প্লট ছাড়াও আমাদের কাছে বসুন্ধরা আবাসিক এলাকায় রয়েছে ৩, ৪, ৫, ৬, ৮, ১০, ১৫, ২০ কাঠার আবাসিক প্লট এবং ৩, ৪, ৫ বিঘার কমার্শিয়াল প্লট। ???? বিশেষ লক্ষণীয় ;বর্তমান বাজার মূল্যের চেয়ে অর্ধেক খরচে বাড়ির/ ফ্ল্যাটের জন্য এককভাবে অথবা যৌথভাবে প্লট কেনার সুযোগ রয়েছে।আমরা একাধিক গ্রহীতার নামে রেজিস্ট্রেশন দিয়ে থাকি। ???? বসুন্ধরার বিশেষ সুযোগ-সুবিধা: ✅সর্বোচ্চ নিরাপত্তায় বেষ্ঠিত এরিয়া, দেশের সর্বোচ্চ অভিজাত এলাকা। ✅ নর্থ সাউথ ইউনিভার্সিটি, ইন্ডিপেন্ডেন্ট ইউনিভার্সিটি, হার্ডকো স্কুল, আমেরিকান ইন্টারন্যাশনাল ইউনিভার্সিটি, অ্যাভেঞ্জার স্কুল, ভিকারুন্নেসা স্কুল, সানিডেইল স্কুল, পেলে পাইন স্কুল, ইন্টারন্যাশনাল স্কুল ঢাকা, রেসিডেন্সিয়াল মডেল স্কুল ক্যামব্রিয়ান স্কুল এন্ড কলেজ, ✅বিশ্বমানের স্বাস্থ্যসেবার জন্য এভার কেয়ার হসপিটাল, বসুন্ধরা আই হসপিটাল, ডি-আকবর হেলথ কেয়ার, ডায়াবেটিক হাসপাতাল, ✅বিশ্বমানের যমুনা ফিউচার পার্ক, মেহেদি মার্ট, বাজার সারাবেলা, এরাবিকা কফি হাউস, দি ফুডহল, সানফ্লাওয়ার রেস্টুরেন্ট, ঢালি ফিটনেস সেন্টার, ডালি কাঁচাবাজার সহ অন্যান্য সুযোগ সুবিধা বিদ্যমান। ✅বিদ্যুৎ আছে, তিতাস গ্যাস (পেন্ডিং), ওয়াসা এবং সুয়ারেজের সুব্যবস্থা রয়েছে ) ✊আমাদের প্রতিজ্ঞাঃ ???? কাস্টমারের সন্তুষ্টিই আমাদের একমাত্র লক্ষ্য। ???? বিশেষ দ্রষ্টব্যঃ ???? আমরা কোন খাস, ভাওয়াল, এনিমি, কোড অফ ওয়ার্ডস প্লট ক্রয় বা বিক্রয় করি না। ???? প্রতি প্লটের কাগজপত্র উকিল/, জমিজমা সংক্রান্ত আইনজীবী দিয়ে ভালোভাবে পর্যালোচনা করে বিক্রয় করি, কাগজ পত্রের বিষয়ে শতভাগ নিশ্চয়তা প্রদান করে থাকি। ⚠️ আপনি কি আপনার বসুন্ধরার জমিটি বিক্রি করতে ইচ্ছুক ?? আমাদের সাথে যোগাযোগ করুন। আমরা আপনার জমিটি ক্রয় করে নিবো অথবা অল্প সময়ে ভালো মূল্যে বিক্রি করে দিতে পারবো ইনশাআললাহ ।   ???????? আগামীর প্রপার্টি ???????? ???? বসুন্ধরা মেইন গেট ঢাকা, বিজ্ঞাপনটি দেখার জন্য আপনাকে ধন্যবাদ ❤️❤️",Sale,Residential,18000000.0,https://www.estatemartbd.com/property/112/en,Dhaka,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No
 Dhaka ,3.0,3.0,1525.0,Please Contact the number below for further information: GREENWOOD Developments Ltd.01755585700 Project Name: Green wood WindfallSouth facing7 Storied Residential apartment,Sale,Residential,10980000.0,https://www.estatemartbd.com/property/113/en/flat_ready_to_hand_over_sale_at_bashundha_ra,Dhaka,,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
 Dhaka ,3.0,3.0,1645.0,"Please Contact the number below for further information: Richmond Developers Ltd.01730372630 Project at Glance :===============* Project Name: Richmond Shaheen's Dream* Developer: Richmond Developers Ltd.* Corporate Office: 36, Delta Dahlia Tower, Level 4, Kamal Attaturk Ave. Banani, Dhaka 1213* Project Location: Plot No: 315,316,317, Block D, Road 10, Bashundhara R/A, Dhaka* Land Area: 15 Katha* Project Facing: South face* Building Height: 10(G+09) Storied Building* Unit: Four Unit per Floor* Flat size: 1645sft/1675sft* Total Units: 36 nos*Number of Lift: 2* Number of Stair: 2 # Common Facilities: Wide Reception, Prayer room, Guest Waiting room, Large Community Hall, Gymnasium, Children Play zone, 24 Hours CC camera monitoring, Firefighting equipment. # Spatiality of Construction:* Fully south face Project* 50% open space* 100% ‘READY MIX’ in our construction* Structure with 500TMT bar*Fully ’ MACHINE MADE’ Brick wall* Construction according to Bangladesh National Building Code (BNBC) # Area Benefit: Our project is 4 minutes walking distance from Grameen Phone office. On West- North-South University& IUB, On the North-East- Viquarunnesa Noon School, on the South- Ever Care Hospital # Mood of Payment : Booking money-30%, rest of the amount to be paid by equal installment.* Loan facilities: Up to 70% Bank Loan facility available ~ For any kinds of information please contact to:Md. Jahedul AlamManager, Sales & MarketingRichmond Developers Ltd.",Sale,Residential,12337500.0,https://www.estatemartbd.com/property/114/en/d,Dhaka,,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
 Dhaka ,4.0,4.0,2135.0,"Please Contact the number below for further information:Abrar Housing & Constructions0170321691101712684454 Ongoing Project at “ I ”- BlockSouth East Corner Apartment .Project’s Address: plot- 426, Road -04 ,Block-i, Bashundhara.R/AFlat Size: 2135 sqft (Approx.)Per Floor Unit : singleNo. of Beds : 4 Bed+S.1No. of Bath : 4 Bath+S.1Facing: South East CornerHand Over: July 2023Available floor: 1st , 3rd , 5th, 7thLand: 5 katha.1 lift, 1 stairPrice: 8500 /=(per sqft)Parking+ Utility: 6,000,00/-3 Verandas, Living, Dining, Kitchen etc. All room’s size is standard.Storied: G+8Other Details: Sufficient natural light and airflow Free from dust and soundless with modern Lift, Generator and having all utility connections.Office Address: Nurjahan Garden(3rd Floor) Plot-2023,Abdus Sobhan Dhali Road,Apollo Link Road,Vatara,Dhaka-1212If you like the flat, call us right away to know more.",Sale,Residential,18147500.0,https://www.estatemartbd.com/property/119/en/luxurious_flat_for_sale_near_play_pen_school,Dhaka,,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
 Dhaka ,4.0,3.0,2300.0,"Please Contact the number below for further information:IMAGINE PROPERTIES LIMITED01939919802 Project DetailPlot Area : 5 KathaNumber of Apt : 7 Nos. (Single Unit each floor)Apartment Size : 2300 sft (7th floor).Number of Parking : 08 CarsBuilding Height : 7 StoriedHandover : ReadySafety & Security:Common areas surveillance under CCTV;Firefighting equipment available in common area;Lighting of common area supported by solar energy & generator;Key Features :Lavish community hall;Marble on staircase and lift lobby;Cross ventilation facility in all rooms;Granite finished lift wall;Gardens on suitable location;Spaces lobby and driveway; Our main feature is handover on time with other commitment. We count every minutes;1 (one) apartment each floor and excellent floor layout;CC camera in front of main gate and lift lobby of typical floor;Marble on staircase and lift lobby;Full height windows on front side;Cross Ventilation facility in all rooms;1 Lift manufactured by ThyssenKrupp (Germany);16 unit’s generator backup in every apartment;High capacity Generator manufactured by Parkins, UK (Supplier and maintenance by Energy pack);Ground floor & Roof top gardens.Feature List in Apartment:3 Bedrooms4 Large Veranda2 individual Living Rooms4 Bathrooms1 Dressing AreaCabinet Provision in all beds6 A/C Provision2 Fridge Provision1 Washing Machine ProvisionMaid Rooms & Bathrooms1 Car parking space for each unit",Sale,Residential,20700000.0,https://www.estatemartbd.com/property/116/en/lucrative_single_floor_ready_flat_at_bashundhara,Dhaka,,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
 Dhaka ,4.0,3.0,1503.0,"Please Contact the number below for further information:Abrar Housing & Constructions0170321691101716721166 Ongoing Project at “H”- BlockProject’s Name: MYBD Baitul Baraka.Project’s Address: plot- 352, Road-09, Block-H, Bashundhara.Flat Size: 1503 sq ft (Approx.)Per Floor Unit : singleNo. of Beds : 3 BedNo. of Bath : 4 BathFacing: NorthHand Over: July 2023Available flor: 1st , 3rd , 5th .Land: 3 katha.1 lift, 1 stairPrice: 6700/=(per sft)Parking+ Utility: 6,000,00/-3 Verandas, Living, Dining, Kitchen etc. All room’s size is standard. Storied: G+6Other Details: Sufficient natural light and airflow Free from dust and soundless with modern Lift, Generator and having all utility connections.Office Address: Nurjahan Garden(3rd Floor) Plot-2023,Abdus Sobhan Dhali Road,Apollo Link Road,Vatara,Dhaka-1212If you like the flat, call us right away to know more.",Sale,Residential,10070100.0,https://www.estatemartbd.com/property/121/en,Dhaka,,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
 Dhaka ,4.0,4.0,2500.0,"Please Contact the number below for further information: Property Connect Limited019333010100193332333901933323335 If You're Looking for a Great Place to live in Basundhara, a beautiful 2500 Sft family sized apartment is there for rent. Foreigners will get extra priority for rent. It is a 4th floor of 6th Storied Building. This flat is south facing also well furnished with safety security and necessities., all-time water, gas and electricity are available. The property is near by to North South University and Ever Care Hospital ( Apollo Hospital). The asking rent of this flat surely comes within your affordability.Features:Ø 4 Bedrooms ((2 master bed )Ø 4 Bathrooms (2 attached, 1 Common, 1 servant toilet)Ø Separate DinningØ Separate Drawing RoomØ 1 KitchenØ 2 balconiesPlease call us for more details",Rent,Residential,60000.0,https://www.estatemartbd.com/property/120/en/4_bed_2500_sqft_flat_for_rent_at_bashundhara,Dhaka,,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
 Dhaka ,3.0,3.0,1150.0,"প্রজেক্টের নাম : বি এইচ বিমান টাওয়ার।
প্রজেক্ট এড্রেস: ১৭/৬, বাউনিয়া কালিবাড়ী, আলাদ্বীরটেক, পল্লবী, ঢাকা-১২১৬ ।
প্রজেক্ট হাইট: ১০ তালা ।
প্রজেক্ট টাইপ: রেসিডেন্সিয়াল ।ইন্টেরিয়র:
৩ বেড রুম. ১ লিভিং, ডাইনিং, ৩ টয়লেট. ৩ বারান্দা, কিচেন ।1. সুপার কোয়ালিটি ইমপোর্টেড লিফ্ট ।
২. লিফ্ট, ওয়াটার পাম্প, সিঁড়ি এবং এপার্টমেন্টে লাইটিং এর জন্য জেনারেটার ।
৩. প্রশস্ত প্রধান এন্ট্রি, গার্ড রুম, ডেকোরেটিভ মেইন গেট ।
৪. লিফ্ট, জেনারেটার, সাব- স্টেশন, ২৪ ঘন্টা সিকিউরিটি ।
৫. স্পেসিয়াস কার পার্কিং ।
৬. রিক্টর স্কেলএ ৮.০ ভূমিকম্প প্রতিরোধী ।
৭. ব্যাঙ্ক লোন ফ্যাসিলিটি ।
৮. ৪০% ডাউন-পেমেন্ট. ৬০% মাসিক ইনস্টলমেন্ট ।
৯. বেস্ট কোয়ালিটি কনস্ট্রাকশন ম্যাটেরিয়ালস ব্যবহার করা হয়েছে ।
১০. সকল ইউটিলিটি কানেকশন এভেইলেবল ।ট্রান্সপোর্ট ফেসিলিটি: শুক্রবার এবং শনিবার আমরা গ্রাহকদেড় জন্য ট্রান্সপোর্ট ফেসিলিটি দিয়া থাকি ।
ব্যাংক লোন ফেসিলিটি: এভেইলেবল ।আমাদের অফিস এড্রেস:
বি. এইচ. বিল্ডার্স লি. 
৫৫৫/৫৫৬, দক্ষিন মানিকদী, ইসিবি চত্ত্বর, ঢাকা ক্যান্টনমেন্ট, ঢাকা-১২০৬।",Sale,Residential,3720000.0,https://www.estatemartbd.com/property/148/en/b_h_biman_tower_apartment_for_sale,Dhaka,,,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes
 Dhaka ,2.0,2.0,800.0,"Address: Plot-79,Block-I, Bashundhara R/A, Dhaka-1229.Bashundhara block-I, plot-79, road-4, 25' wide, new flat two bed, two bath, two verandah, south west corner face, new lift & generator, with 120 sft parking, and 0.25 katha land,caretaker, all facilities.",Sale,Residential,5200000.0,https://www.estatemartbd.com/property/131/en/sft,Dhaka,,,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes
