added_on,address,area,details,fire_exit,generator,gym,last_updated,lift,offered_floor,parking,present_status,price,property_category,property_id,property_size,property_type,property_url,rent_or_sale,rooftop_garden,swimming_pool,title,total_bathrooms
"Mon, Dec 27, 2021 6:09 AM","House#1/A,Road#02,Sector#03,Uttara,Dhaka-1230","Uttara, Dhaka","“সিটি হার্ট” ব্লকে আছে অল্প সংখ্যক লেক-ভিউ রেডি প্লট ।
Hotline: 01707- 444 425

উত্তরা ১০নং সেক্টরের পাশে আব্দুল্লাহপুর-আশুলিয়া মহাসড়কের কাছে চারটি ব্লক (River view, Southern,City Heart & Premium) নিয়ে ৩০০একর জমির উপর গড়ে উঠেছে এক নান্দনিক আবাসিক প্রকল্প উত্তরা প্রর্বতন সিটি।",,Full Backup,,"Tue, Dec 28, 2021 10:03 AM",,,,Vacant,1400000.00 BDT,Land,392,3,Plot,https://propertyfinderbd.com/property-details/392,Sale,,,উত্তরা প্রবর্তন সিটিতে বিনিয়োগ করে আপনার সন্তানের ভবিষ্যৎ সুন্দর করুন,
"Sat, Dec 25, 2021 12:34 PM","Heraldic Heights by ASSET Developments, Plot-2/2 Block-A, Mirpur Rd, Mohammadpur, Dhaka-1207.","Mohammadpur, Dhaka","*Approx 4100 sft inside the apartment.
*Approx 4900 sft Including common space, lift, Stairs and two garages.",Yes,Full Backup,,"Sun, Dec 26, 2021 5:45 AM",Yes,4,2 Slot,Hired,60000000.00 BDT,Residential,390,4900,Apartment,https://propertyfinderbd.com/property-details/390,Sale,,,Apartment for sale by owner at Mohammadpur.,6
"Sun, Jan 2, 2022 8:19 AM",Purbachal New Town,"Purbachal New Town, Dhaka","The most modern and best planned city in the country, your investment in Purbachal will be very profitable. In this planned city of the country, a 10 katha residential plot will be sold in Sector 2, the plot is located on the side of 54 feet road , south facing, government service category. Please contact genuine buyer only.",,No,,"Sun, Jan 2, 2022 8:19 AM",,1,,Vacant,110000000.00 BDT,Land,394,7200,Plot,https://propertyfinderbd.com/property-details/394,Sale,,,"10 Katha's Residentaila Plot Sale In Purbachal, Sector # 7",
"Tue, Jan 4, 2022 7:22 AM",Purbachal New Town,"Purbachal New Town, Dhaka","The most modern and best planned city in the country, your investment in Purbachal will be very profitable. In this planned city of the country, a 7.50 katha residential plot will be sold in Sector 15, the plot is located on the side of 54 feet road beside lake , south facing, government service category. Please contact genuine buyer only.",,No,,"Tue, Jan 4, 2022 7:22 AM",,1,,Vacant,85000000.00 BDT,Land,395,5400,Plot,https://propertyfinderbd.com/property-details/395,Sale,,,7.5 Katha Lake Side Plot Sale In Purbachal New Town,
"Wed, Jan 5, 2022 6:55 AM","Singair, Dhaka Manikganaj Highway Road","Manikganj, Dhaka","20 Bigha single owner land will be sale at Savar -Manikganj Highway Road, Singair. The land is located 35 km away from Banani, Dhaka. There is electricity facility next to the land the land is very useful for any kind of factories, resorts and bungalows etc. The price of each bigha of land sixty lakh taka, please call genuine buyer only.",,No,,"Wed, Jan 5, 2022 6:55 AM",,1,,Vacant,120000000.00 BDT,Land,396,288000,Open Field,https://propertyfinderbd.com/property-details/396,Sale,,,"20 Bigha land sale at Savar -Manikganj Highway Road in Singair, Manikganj",
"Fri, Jan 14, 2022 10:56 AM",SYARPUR RIASATH ULLAH ROAD MOULVIBAZAR,"Moulvibazar, Sylhet","12 Decimal Residential Land Bangladesh Moulvi Bazar for sale, 

Price Negotiable

Location:
SYARPUR RIASATH ULLAH ROAD MOULVIBAZAR 

For more information contact
Mr HUSSAIN ON 013055 35158",,No,,"Sat, Jan 15, 2022 6:03 AM",,,,Vacant,0.00 BDT,Land,402,12,Plot,https://propertyfinderbd.com/property-details/402,Sale,,,12 Decimal Land Bangladesh Moulvi Bazar,
"Wed, Jan 5, 2022 8:06 AM","Jamirta, Singair","Manikganj, Dhaka","29 Bigha single owner land will be sale at , Jamirta, Singair Manikganj, . The land is located half km away from  Dhaleshwari Bridge. There is electricity facility next to the land the land is very useful for any kind of factories, resorts and bungalows etc. The price of each bigha of land 1.5 Crore taka, please call genuine buyer only.",,No,,"Wed, Jan 5, 2022 8:06 AM",,1,,Vacant,430200000.00 BDT,Land,398,417600,Open Field,https://propertyfinderbd.com/property-details/398,Sale,,,"29 Bigha land sale at Savar -Manikganj Highway Road in Jamirta, Manikganj",
"Tue, Dec 27, 2022 5:57 AM",Gulshan North,"Gulshan, Dhaka","3500 sft 5th floor luxury flat for rent in Diplometic Zone in Gulshan North. 4 bed room, 4 bathroom open drawing & dining area, kitchen, wooden cupboards in every bedroom and kitchen, Quiet surroundings with open & airy inside the flat. 24/7 lift, full load generator facilities etc.",,Full Backup,,"Tue, Dec 27, 2022 5:57 AM",Yes,5,2 Slot,Vacant,170000.00 BDT,Residential,634,3500,Apartment,https://propertyfinderbd.com/property-details/634,Rent,Yes,,Gulshan North 3500 sft luxury flat for rent,4
"Tue, Dec 13, 2022 8:12 AM","JCX TOWER, 1136/A, Block-I, Level 5, Japan Street, Bashundhara R/A","Bashundhara Residential Area, Dhaka","With a virtual office, you will reduce expenses while still enjoying the benefits of a business office. Businesses can get a registered business address, mailing location and office-related  services from a virtual office without the expense of a long rental. Employees can work virtually with a virtual office while still having access to amenities like mail, phone responding services, meeting spaces, and conferencing.
.
Benefits
> Mail Receiving & Forwarding
> No Hassle of Setting Up Office
> Paying Only For What You Need
> Get A Registered Business Address
> Call Handling & Telephone Answering
> Reduce Expenses, Workspace Service
> Teleconferencing & Videoconferencing
.
Please See more:  https://www.ecommerce.com.bd/virtual-office/
.
Contact For Booking
+88 01712553547
+88 01921096846",Yes,Full Backup,,"Tue, Dec 13, 2022 10:46 AM",Yes,,,Vacant,1.00 BDT,Commercial,596,1700,Office,https://propertyfinderbd.com/property-details/596,Rent,,,Virtual Office Rent In Dhaka,
"Mon, Dec 26, 2022 7:50 AM",Gulshan North,"Gulshan, Dhaka","4,000 sft luxurious semi furnished flat for rent in Gulshan North diplomatic area. The flat has 4 beds, 4 baths large drawing with open dining area, kitchen, 2 balconies, maid room & toilet, 2 car parking, 24/7 elevator and generator facilities, swimming pool are available in the building. Employees who working in foreign embassies or multinational companies will be hired.",Yes,,,"Mon, Dec 26, 2022 7:50 AM",Yes,5,2 Slot,Vacant,250000.00 BDT,Residential,632,4000,Apartment,https://propertyfinderbd.com/property-details/632,Rent,Yes,Yes,"Semi Furnished 4,000 Sft Flat For Rent In Gulshan North",4
"Tue, Dec 20, 2022 6:52 AM","JCX TOWER, 1136/A, Block-I, Level 5 Japan Street, Bashundhara R/A","Bashundhara Residential Area, Dhaka","Two Bedroom Serviced Apartment Rent In Bashundhara R/A
Our serviced apartment is fully decorated with modern amenities. You can take it as a Short-term or Long-term basis for your vacation rental. All the facilities are available like TV, geyser, refrigerator, WiFi, microwave, and air conditioning, laundry services etc.
.
Facilities Available
>Fully Furnished Apartment
>Security & Laundry Service
>Filter, Washing Machine, LP Gas
>Drawing, Dining Space Available
>Daily Room & Bathroom Cleaning
>WiFi, Microwave oven, Geyser, A/C
>Short-Term Rentals, TV, Refrigerator
.
Website: https://www.banglamart.com/co-living/studio-aptt-rentals/
.
Contact For Booking:
+88 01712553547
+88 01921096842",Yes,Full Backup,,"Sun, Dec 25, 2022 11:13 AM",Yes,3,1 Slot,Vacant,1.00 BDT,Residential,619,875,Apartment Office,https://propertyfinderbd.com/property-details/619,Rent,,,2BHK  Fully Furnished Serviced Apartment Rent,2
"Wed, Dec 14, 2022 6:42 AM",Bashundhara Residential Area,"Bashundhara Residential Area, Dhaka","Brand new 7 story building in Bashundhara residential area, Block # G will be rented out from March- 2023. The finishing work of the house build on three khata land is in the final stage. Each 1,500 square feet floor has 4bedrooms & 4 bathrooms with drawing room, dining area, kitchen facilities are available. The ground floor has four car parking, security room one office room with bathroom, lift, generator etc. The house will be very suitable for staff quarters of any multinational company or corporate organization.",,Partial,,"Wed, Dec 14, 2022 6:43 AM",Yes,7,4 Slot,Vacant,300000.00 BDT,Residential,598,10500,House,https://propertyfinderbd.com/property-details/598,Rent,Yes,,House Rent In Bashundhara R/A,20+
"Thu, Oct 14, 2021 1:10 PM","01,Kayamadhu,Sokhipur,Tangail","Valuka, Mymensingh","It is a enormous (490 decimals) land under single family ownership ready to be released instantly. All tax payed upto date. It is located on Sakhipur thana of Tangail district. Only 35 Km from both Dhaka- Tangail Highway and Dhaka- Mymensingh Highway. Very close to Valuka industrial area and this place also expected to addressed as industrial area by govt in near future. Having electricity and very close to valuka industrial area, its a great place to purchase for future industrial plan of any sort including garment/textile/manufacturing/ resort/Agricultural Land.",,No,,"Mon, Oct 18, 2021 10:13 AM",,,,Vacant,12250000.00 BDT,Land,354,490,Open Field,https://propertyfinderbd.com/property-details/354,Sale,,,"158 katha/490 Decimal, Ready  Agriculture/Farm Land for Sale at Sokhipur,Tangail",
"Sun, Oct 24, 2021 1:03 PM","House#1/A,Road#02,Sector#03,Uttara,Dhaka-1230","Uttara, Dhaka","“উত্তরা প্রবর্তন সিটি” পরিবর্তন গ্রুপের একটি সুপরিকল্পিত, দৃষ্টিনন্দন এবং নিষ্কন্টক আবাসিক প্রকল্প ।
প্রকল্পের অবস্থান ও সুবিধাদিঃ
	উত্তরা ১০নং সেক্টর ও উত্তরা বৈদ্যুতিক মেট্রোরেলের-(উত্তরা হতে মতিঝিল) সন্নিকটে।
	প্রকল্পের অভ্যন্তরীণ সড়কগুলোঃ ১২০, ৬০, ৪০ ও ২৫ ফুট প্রশস্ত
	প্লটের আয়তনঃ ৩-১০কাঠা অথবা চাহিদা অনুসারে
	প্লট বরাদ্দের ধরনঃ এককালিন/কিস্তিতে
	বিস্তারিত তথ্য জানতে এবং প্রজেক্ট ভিজিট করতে যোগাযোগ করুনঃ",,,,"Fri, Oct 29, 2021 11:37 AM",,1,,Vacant,1400000.00 BDT,Land,358,3,Plot,https://propertyfinderbd.com/property-details/358,Sale,,,নির্ভেজাল রেডি প্লট,
"Thu, Nov 4, 2021 12:59 PM","House#1/A,Road#02,Sector#03,Uttara,Dhaka-1230","Uttara, Dhaka","“সিটি হার্ট” ব্লকে আছে অল্প সংখ্যক লেক-ভিউ রেডি প্লট ।
Cell: 01707- 44 44 25

উত্তরা ১০নং সেক্টরের পাশে আব্দুল্লাহপুর-আশুলিয়া মহাসড়কের কাছে চারটি ব্লক (River view, Southern,City Heart & Premium) নিয়ে ৩০০একর জমির উপর গড়ে উঠেছে এক নান্দনিক আবাসিক প্রকল্প উত্তরা প্রর্বতন সিটি।

আমাদের প্রকল্পে বর্তমানে দৃশ্যমান যা আছেঃ
	প্রকল্পে বিভিন্ন সাইজের(2.5,3,4,5,10কাঠা)নিষ্কণ্টক ও নির্ভেজাল রেডি প্লট আছে।
	প্রকল্পের চারটি ব্লকের দুটি ব্লক এখন রেডি আছে।
	প্রকল্পে প্রায় ৫০০ প্লট হ্যান্ডওভার দেওয়া আছে।
	প্রকল্পের মধ্যে এখন পর্যন্ত চারটি বাড়ি করা হয়েছে।
	বিদ্যুৎ(ডেসকো) এবং পানির ব্যবস্থা আছে।
	সিটি হার্ট ব্লকে একটি লেক দৃশ্যমান আছে।
	সিটি হার্ট ব্লকে একটি পার্ক দৃশ্যমান আছে।
	প্রকল্পে ৩০/৩৫টি রাস্তা রেডি করা আছে।
	প্রকল্পে আছে প্রচুর সবুজ গাছপালা সহ মনোরম পরিবেশ।
	রেডি প্লটের ক্ষেত্রে এককালিন ক্রয়ে সাথে সাথেই প্লট হস্তান্তর সুবিধা।
	এককালিন অথবা ৩৬/৬০ সহজ কিস্তির সুব্যবস্থা আছে । 
	প্রকল্পের ২ এবং ৩নং গেইট দৃশ্যমান আছে।",,Full Backup,Yes,"Tue, Nov 9, 2021 11:00 AM",,,,Vacant,1700000.00 BDT,Land,364,5,Plot,https://propertyfinderbd.com/property-details/364,Sale,,,সিটিহার্ট ব্লকে লেকভিউ রেডি প্লট,
"Sun, Oct 17, 2021 10:48 AM",ঢাকা-ময়মনসিংহ মহাসড়ক এর গাজীপুর চৌরাস্তা হয়ে জয়দেবপুর শিব-বাড়ী হয়ে শিমুলতলি রোড এর ডুয়েট এর একটু পেছনে রয়েল পলিটেকনিক সংলগ্ন এলাকায় এ বাড়িটার অবস্থান।,"Gazipur, Dhaka","পরিমাপ: ২ কাঠা জমিসহ ৪ তলা বাড়ি বিক্রি হবে, ৫ তলা ফাউন্ডেশন দেয়া ৷

জমির লোকেশনঃ ঢাকা-ময়মনসিংহ মহাসড়ক এর গাজীপুর চৌরাস্তা হয়ে জয়দেবপুর শিব-বাড়ী হয়ে শিমুলতলি রোড এর ডুয়েট এর একটু পেছনে রয়েল পলিটেকনিক সংলগ্ন এলাকায় এ বাড়িটার অবস্থান। 

লোকেশন ম্যাপ (Location Map): Deshi Para
https://maps.app.goo.gl/dfvgcnUiyMqyj...

বাড়ির একটু সামনে মেন রাস্তা আছে ২৬ ফিটের এবং শাখা রাস্তা আছে ১৪ ফিটের ।  বাড়িটা একেবারে নতুন বাড়ি। বাড়িটি ৩ তলা পর্যন্ত কমপ্লিট করা আছে এবং ৪ তলায় ছাদ দিয়ে রুম করে সকল ইলেকট্রিক লাইন পাইপ ফিটিং করা আছে শুধুমাত্র প্লাস্টার করে দরজা লাগায়া দিলে ভারা দেয়া যাবে । বাড়িটিতে গ্যাস নাই । পানি, বিদ্যুৎ এর সুব্যবস্থা আছে । বাড়িটার সামনে ড্রেনেজ ব্যবস্থাও আছে। সকল কাগজ ১০০% কমপ্লিট করা আছে ২০২১ পর্যন্ত । বাড়িটির প্রতি ফ্লোরে ৩টি রুম,২টি বাথরুম, ২ টি বারান্দা ও ১টি কিচেন আছে। 

মূল্য: জমি সহ বাড়িটার মূল্য ১,১৫,০০০,০০/- টাকা
মাসে ভারা আসে ৪০,০০০ থেকে ৫০,০০০
হাজার টাকা বাড়ির আসে পাসে (৭ টা ফাষ্টরি, ৫ টা কলেজ ও ডুয়েট অবস্থিত )",Yes,No,,"Mon, Oct 18, 2021 10:10 AM",,4,১ Slot,Vacant,11500000.00 BDT,Residential,355,2,House,https://propertyfinderbd.com/property-details/355,Sale,Yes,,কম দামে ৪ তলা বাড়িসহ ২ কঠা জমি বিক্রয় করা হবে গাজীপুর সদরে,3
